film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_reglas,nota_gemini,nota_modelo_entrenamiento,nota_modelo_cv,error_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,38,False,0.8541518104057443,0.8785021876686315,0.8771987373106986,0.8543625101609597,0.8855786018129019,0.8568021483105015,0.8733229499333707,0.8619870053410594,0.8662465889711872,0.8580656826543062,0.8754922693029432,0.8886646569285945,6.890621642743498,3.3747446563074863,5.154821576766638,5.815319414693396,6.884141990779693,0.5467273242336295,4.66002825832356,4.634011103712816,3.2038469150049753,4.511170277468309,0.20806862267440082,0.5020293192267411,0.0,0.0021682410357251472,0.20031503447637453,7.28189100526724,,,,,,,7.222292486366401
sinners,317,True,0.8630454918047057,0.8863066148404334,0.8846177867425747,0.8708758367417909,0.8897986188929297,0.8610114959712791,0.882761759612889,0.8645643254731049,0.8759473488980395,0.8741227519506496,0.8861481787429395,0.893370327119728,7.114195364229678,5.934607310982855,5.968195858071453,7.176827998251151,6.509215872038485,0.16295327785567656,1.4913076043706568,3.9002208565513365,1.7336758914718655,3.4367330169461896,0.13399055945153548,0.20863077932290316,0.0,0.006535764999455865,0.11977039524489735,8.058203607279394,7.5,8.192027158245086,8.218301725005032,0.7183017250050323,7.8817708006108225,0.38177080061082247,8.192027158245086
marty-supreme,30,True,0.8501668204354261,0.8844572091090054,0.8763793056182589,0.8508432522584211,0.886278932351004,0.8489092963681946,0.8650638293832409,0.8633972102698819,0.8614457998301911,0.8556552842065226,0.8740390143819239,0.8826033215444475,4.897452076060214,2.014103001120385,4.359403249319946,5.816310745060163,7.012704701985258,0.9599828589553352,6.260955344549688,4.221101273419294,1.3154047806271227,8.623062406291403,0.20068528819054218,0.3170225258726907,0.0,0.0009866297950414105,0.42679258607025566,6.328836097098384,5.5,5.711707449218121,5.56433115135226,0.06433115135225975,7.127175136508771,1.6271751365087708,5.711707449218121
it-was-just-an-accident,30,False,0.8543684263169007,0.8803168209007107,0.8800810573274617,0.8556049130622991,0.8970420802540608,0.8649778419529035,0.8802679110807121,0.8690537858869172,0.8726926986605151,0.8656772716733874,0.8738770312113566,0.8948758489337773,6.300278835069119,5.501075792110244,6.0447586315863635,9.14760518146126,8.075438176766779,0.36836477426650893,5.77169159008295,1.964776211381151,0.3170023425811832,5.074116772334201,0.3745110044770738,0.623290661378789,0.0,0.009237213056908292,0.16581620112902354,8.05238416849578,,,,,,,8.17110687062656
sentimental-value,36,False,0.8610379161867828,0.8794581647556383,0.8919170776993094,0.8736577038749236,0.8815973110549107,0.8704967006169755,0.8961145583419907,0.8880392367605217,0.8874665464040461,0.8670828473814094,0.8849403792071718,0.8924972771275232,8.667761927930588,9.066320249963729,9.603338817554775,7.966294730001462,6.829623427049836,0.0,2.391493333459524,2.868693760777644,1.5651502439059868,1.0698718401330414,0.0,0.23073710351025567,0.0,0.0016015534229942684,0.02480020146809824,9.331029729970375,,,,,,,8.564970305437587
the-secret-agent,34,False,0.8657791145419578,0.8862155320289297,0.8953787599069583,0.8799467058286498,0.9016309197354686,0.8746862683766898,0.8932262383938352,0.876914790908859,0.8881226625219477,0.8823616899535729,0.8966194471348309,0.9001433654225932,6.934900209230907,7.315404425055014,6.317420555253668,7.264995904237909,8.936715421678585,0.2719798963038679,1.476694782000135,1.9824915591750667,0.46768938207740707,1.7665841553438049,0.1904472075542406,0.12566233704024057,0.0,0.0009406053777194952,0.07594605493218992,8.773150918600452,,,,,,,8.582610506174412
weapons,28,False,0.8486861241704613,0.8806241095843024,0.8731033195429885,0.8527557213412602,0.8925192764939267,0.8452066044480686,0.8724639325715975,0.8538659598006207,0.8633443507839111,0.8634561692698126,0.8779104972348659,0.8900965147040537,5.4056218556137345,3.1593444371261494,3.565853559171587,4.635605322500155,8.496379184849474,0.7053728956333415,5.4997758504045064,4.420861134645524,2.611138562565304,5.435613724990648,0.3602313803929542,0.5070074825259657,0.0,0.004015042334871748,0.1909604061198469,6.9015455062513436,,,,,,,6.817812481484409
train-dreams,40,False,0.8478019481035903,0.8762974799430641,0.8803528006572783,0.8692947932112616,0.8816234598094156,0.8599176703284548,0.8857880948939938,0.8712493697922682,0.8800478851418223,0.8666725563693315,0.8803827715540509,0.8919047682402649,6.710237770792398,10.0,8.41469911984209,8.679966766333266,8.11388067685355,0.3412833883490949,2.1635760587436605,2.9231592796078743,2.457201901661466,0.0,0.11694228184111584,0.2854918551173398,0.0,0.0018975903775114347,0.01825192806260071,9.454228949251284,,,,,,,9.49138775816089
hamnet,28,False,0.8472494395594221,0.8777680971808469,0.877558017884986,0.8590237828744358,0.8799797653189332,0.861487791674834,0.8779524695747929,0.8676916328002079,0.8678621657299916,0.8622604429731486,0.8778119606894164,0.8831047620136828,8.433490399278762,6.322588240443671,7.693896640840228,7.222481339661635,7.022224966727998,0.0,2.6325572912003854,3.452776103697189,2.7317538727658723,1.8874726193859317,0.025926604623259464,0.39117824242973853,0.0,0.010267749068467821,0.06657624933814843,8.557045123227574,,,,,,,8.207504668189557
sorry-baby,26,False,0.8579474975207526,0.8792805449067572,0.8842380060837242,0.8608260764101662,0.8773750484236922,0.8626823275147697,0.8760272356546814,0.8672213431692173,0.870634401275745,0.858389959807188,0.8709351445194392,0.8805569817845322,9.308476391518823,5.8456414899079725,7.222659456549853,7.097569631969595,6.7522928851883925,0.05778480272878703,3.562260937719149,2.5686278492527093,1.32995319892976,3.7001527656524367,0.0014612229851005132,0.3397076666436405,0.0,0.0,0.13559207525033937,8.418748382401144,,,,,,,7.593715506466985
2046,452,False,0.8577609796770985,0.8827894512596628,0.8865568516889002,0.8732222907200137,0.8844774070232541,0.869748474182719,0.8855216353095094,0.8729239802937554,0.8813904225863968,0.8744794998895125,0.8923706458636671,0.8910561744538104,7.241765559857881,10.0,8.518001153662082,7.538748895127509,8.109734728825465,0.43995680465928466,1.3289529959612212,2.215723169042408,2.0983368091578107,0.08152509090120397,0.17833658019140478,0.019003382004709746,0.0,0.01700483464968429,0.011480042063652142,9.43036388040971,,,,,,,8.524216823577026
