film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,10.302517557571715,,False,9.811647133009043
the-seventh-seal,10.178559295464613,,False,9.29063227063548
spring-summer-fall-winter-and-spring,10.171161898182843,9.0,True,9.33931212344476
the-novelists-film,10.059907952620833,9.5,True,9.621079668271493
cleo-from-5-to-7,10.038823285820499,9.7,True,9.725191103718606
all-we-imagine-as-light,10.025712854090322,10.0,True,9.747275907827827
secret-sunshine,9.948706591102136,9.6,True,9.551334074973177
the-green-ray,9.912180844446294,9.8,True,9.550110317205005
bicycle-thieves,9.875658670777803,9.8,True,9.323065806485706
shoplifters,9.75099942161101,9.8,True,9.622573515654489
woman-in-the-dunes,9.7218628735883,9.5,True,9.488567536168935
norte-the-end-of-history,9.6728455224999,9.6,True,8.99181314154373
the-headless-woman,9.664213120159323,9.5,True,9.668752441220418
riceboy-sleeps,9.645400788737293,9.7,True,9.312865897605098
the-fallout,9.623192010103011,8.8,True,8.797495714944459
the-souvenir-part-ii,9.584760201972594,9.6,True,9.316969361071912
tokyo-story,9.582215155057156,10.0,True,9.822309496976889
women-workers-leaving-the-factory,9.574804225259019,9.5,True,9.57067001500103
the-girl-with-the-needle,9.568855030302553,9.0,True,9.190136947936107
little-forest-summer-autumn,9.54141174258548,9.5,True,9.272737840171455
train-dreams,9.491394943446473,,False,9.454228741648622
vivre-sa-vie,9.464745399731093,9.5,True,9.426121256027063
india-song,9.429004794816011,9.5,True,9.433505455475059
under-the-skin,9.417615465133373,,False,9.501340183098032
winter-sleep,9.404574667330182,9.2,True,8.707073390557355
rara,9.370469743776466,8.8,True,8.91674786591339
love-life,9.3618955888387,9.3,True,9.503197976905334
the-bitter-tears-of-petra-von-kant,9.335322439630515,8.2,True,8.639232979138033
stalker,9.32270771929814,10.0,True,9.677921178433639
zama,9.320428786055448,9.5,True,8.917199186430398
the-tree-of-life,9.316005134075326,9.2,True,9.426425068283475
burning,9.284964550193234,,False,8.834546115945592
persona,9.261473879272941,9.5,True,9.517877984543299
4-months-3-weeks-and-2-days,9.182006978579528,9.5,True,9.240312227454915
paju,9.163089545865802,9.2,True,8.849807376066593
a-place-further-than-the-universe,9.157548879305297,9.2,True,8.946517171256998
happy-together,9.147586666563003,,False,9.247911830236319
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.142780013798987,8.8,True,9.410607818760093
anne-of-green-gables,9.12575357206298,9.8,True,9.134308613542842
ghost-in-the-shell,9.11522245291472,9.0,True,9.273665705273565
let-the-right-one-in,9.073565271451193,,False,8.764626304723146
monos,9.068667026065185,8.0,True,8.278345893461854
paterson,9.041153875287534,9.8,True,9.420231189091774
neon-genesis-evangelion-the-end-of-evangelion,9.03186200687989,9.8,True,9.231218086702992
memories-of-murder,9.028998631334037,8.0,True,8.727265008947679
princess-mononoke,9.026210917616858,,False,8.779605610302527
kikis-delivery-service,9.015889581381384,8.5,True,8.839479530482512
werckmeister-harmonies,9.00243025861655,10.0,True,9.432159789059943
arrival,8.995992617187472,8.8,True,8.754465206613242
ran,8.995504797205664,9.0,True,8.994890917801758
certain-women,8.99188487326357,10.0,True,9.590700130347606
before-sunset,8.978126318311602,8.5,True,8.92744828167441
neon-genesis-evangelion,8.968780643355617,,False,9.094933011352456
columbus,8.94086330240199,9.8,True,9.431460153766407
before-midnight,8.92092776103903,,False,8.649450617297067
wristcutters-a-love-story,8.902889255176113,,False,8.246275280657002
another-round,8.88929262599528,,False,8.62787237145034
disobedience,8.8855746941662,8.5,True,8.80629126817813
close-up,8.878916789508896,9.5,True,9.64270488578713
requiem-for-a-dream,8.860981178134512,,False,8.044342246974606
close-your-eyes,8.835186685709372,9.5,True,9.668229008258367
the-worst-person-in-the-world,8.8157020656,8.8,True,8.882280442326351
seven-samurai,8.806850302676283,,False,8.739398874701845
portrait-of-a-lady-on-fire,8.797770139748344,,False,9.028355418918958
the-testament-of-ann-lee,8.786457210220926,8.6,True,8.834629525710787
melancholia,8.78631414753366,9.5,True,9.403582319644007
raise-the-red-lantern,8.783954210294171,9.2,True,8.930956605876883
fallen-leaves,8.782208181233473,9.5,True,9.359151618980782
lady-bird,8.743419609677142,,False,8.885395312458247
extraordinary-stories,8.711712191768958,8.5,True,8.993037073933454
do-not-expect-too-much-from-the-end-of-the-world,8.687252893528528,9.2,True,8.77384554683004
the-master,8.680496709756191,9.3,True,8.78873703719994
night-of-the-living-dead,8.67610201001164,,False,8.577716730681981
viola,8.674545199695183,9.4,True,9.251716607871908
mulholland-drive,8.666202547856013,9.2,True,8.806334576847108
pacifiction,8.66578648858965,9.0,True,9.019428061039575
the-witch,8.66220422102707,,False,8.417232419443609
the-passion-of-joan-of-arc,8.640442065376849,,False,9.32881977848239
personal-shopper,8.628462737836896,9.0,True,9.412679272600087
aguirre-the-wrath-of-god,8.627905054068647,8.5,True,8.525387227673713
the-disciple,8.624026622311252,8.8,True,9.270477676449234
bojack-horseman-christmas-special-sabrinas,8.598250965092689,,False,8.146522144785099
the-secret-agent,8.582609238856584,,False,8.77315126950502
blade-runner,8.566364909432696,8.5,True,8.7188194035506
sentimental-value,8.564965447348326,,False,9.331029821556633
parasite,8.55926389788919,,False,8.113187301856328
blue-is-the-warmest-color,8.544676507130315,8.0,True,8.449488053698746
a-clockwork-orange,8.531212132313994,,False,8.097173054251908
2046,8.524214964112304,,False,9.4303638858282
suspiria,8.502385091490098,,False,8.66267949957145
chungking-express,8.501275835491585,,False,9.14095699281511
happy-go-lucky,8.498597119216742,9.0,True,8.981218468888448
perfect-blue,8.486525793883436,,False,8.625254672319269
hal-harper,8.485371016121993,8.8,True,8.794169087245802
the-royal-tenenbaums,8.478632699179,6.8,True,7.691965678668568
little-white-dove,8.455656157641176,8.5,True,8.710549153912089
killers-of-the-flower-moon,8.453761484868451,9.5,True,8.991334647626646
daisies,8.44512562408429,8.8,True,8.269188650860462
a-woman-under-the-influence,8.444214909053471,9.8,True,8.938334682369563
gueros,8.417435346159802,8.5,True,8.670885355498742
before-sunrise,8.409069618544981,,False,8.620574070538126
the-power-of-the-dog,8.394861344142154,8.5,True,8.690944697552593
inside-llewyn-davis,8.378671668712872,,False,8.09330107180243
twin-peaks,8.37759060121927,,False,8.858653365616327
the-celebration,8.331033350168987,8.5,True,8.296107883425947
mississippi-masala,8.314348570942121,9.0,True,8.76295794329921
ema,8.307850200279782,8.0,True,7.951897223072158
spencer,8.296626889803319,,False,8.760430722702955
mommy,8.28674183170597,8.5,True,8.665444376755062
oldboy,8.2333331662105,7.5,True,7.598835257185726
barry-lyndon,8.22947659415405,6.5,True,7.932129663923503
crouching-tiger-hidden-dragon,8.223929412709378,9.5,True,8.882075052475262
hamnet,8.207511932052356,,False,8.5570445871342
sinners,8.192026825396551,7.5,True,8.058203612175209
it-was-just-an-accident,8.171115617206002,,False,8.05238469040529
a-beautiful-day-in-the-neighborhood,8.143878952313559,8.8,True,8.8334637062652
amelie,8.134462235223223,4.5,True,7.069106720254747
her,8.113638739479848,8.2,True,8.902036855509404
psycho,8.092007626820864,8.0,True,8.256008848738164
500-days-of-summer,8.07805380815282,,False,8.073149641205498
the-lighthouse,8.047443053424123,,False,8.143623931164841
poor-things,8.04036664209592,8.0,True,7.744146496730701
in-the-mood-for-love,7.9913777467065845,9.5,True,9.341056960601296
eternal-sunshine-of-the-spotless-mind,7.987789007756141,,False,8.41979773176556
pulp-fiction,7.931492801298279,,False,7.871853252557071
rocky,7.908507367469902,9.2,True,8.485935661433235
the-handmaiden,7.8524129155922004,,False,7.897310104285623
cha-cha-real-smooth,7.836102431894179,8.5,True,8.108382779974919
the-assassination-of-jesse-james-by-the-coward-robert-ford,7.80218420556611,8.5,True,8.287640919138758
coraline,7.7989859009019895,8.8,True,8.458370655879017
emma,7.794071258518531,6.5,True,6.754707007337078
phantom-thread,7.769925286347658,,False,7.940394038812999
alien,7.703584596275855,,False,8.392260126974119
primer,7.67077407227743,6.5,True,7.391193903578401
the-shining,7.655360314826037,,False,8.596214586703839
mad-max-fury-road,7.646442297877908,8.5,True,8.045206928903587
flcl,7.627650410306817,,False,8.2627846361123
scott-pilgrim-vs-the-world,7.623996388272908,,False,7.20940881874196
pride-prejudice,7.598232536139461,,False,7.947486341005813
sorry-baby,7.593701025355067,,False,8.418748032785999
triangle-of-sadness,7.515687261375972,7.0,True,7.451098760451523
dawn-of-the-dead,7.509086184875164,,False,8.2385205864383
nosferatu,7.478492394574173,,False,8.290079408084647
climax,7.478088383786661,,False,8.15424236699408
once-upon-a-time-in-hollywood,7.337724239235177,8.5,True,8.49768069488115
la-la-land,7.2690020751437165,5.5,True,6.9165936479259145
godzilla,7.224367017878663,,False,8.923353296486583
one-battle-after-another,7.222291405032196,,False,7.2818903142189875
beauty-and-the-beast,6.982769994827691,6.0,True,6.60545055502453
weapons,6.817814306996459,,False,6.901545646187319
jurassic-park,6.7351139347655735,7.5,True,7.911325412706423
halloween,6.68283902320918,,False,8.35006967330364
manhattan,6.623932093432746,5.0,True,6.445127419224763
but-im-a-cheerleader,6.5747279565235495,,False,7.678844622542906
fantastic-mr-fox,6.536730982665324,,False,7.414586274111098
marty-supreme,5.711714353594303,5.5,True,6.32883616482971
shaun-of-the-dead,5.067131233746748,,False,7.323700566531374
the-nightmare-before-christmas,4.785925706686109,,False,7.762732514994878
