film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,10.301854302495506,,False,9.777679792258535
the-seventh-seal,10.174783711256412,,False,9.275322201357556
spring-summer-fall-winter-and-spring,10.17205921368158,9.0,True,9.301241558089531
the-novelists-film,10.060401877443091,9.5,True,9.584409736926112
cleo-from-5-to-7,10.038427205313123,9.7,True,9.702860763718796
all-we-imagine-as-light,10.026250970032725,10.0,True,9.741702949568955
secret-sunshine,9.949869614184093,9.6,True,9.57390473949018
the-green-ray,9.91257339794989,9.8,True,9.509110810225827
bicycle-thieves,9.876569747643495,9.8,True,9.322818680225318
shoplifters,9.754286888457715,9.8,True,9.634589356520602
woman-in-the-dunes,9.721375445152116,9.5,True,9.47272077063747
norte-the-end-of-history,9.673841593938189,9.6,True,9.06109921384238
the-headless-woman,9.665064762424084,9.5,True,9.696217917679094
riceboy-sleeps,9.645904716791293,9.7,True,9.322105103719098
the-fallout,9.61893889469011,8.8,True,8.806495602744148
the-souvenir-part-ii,9.584000534494072,9.6,True,9.256093401622715
tokyo-story,9.582009126987177,10.0,True,9.791726607791754
women-workers-leaving-the-factory,9.574492765996311,9.5,True,9.581304113010379
the-girl-with-the-needle,9.569779325982346,9.0,True,9.231879291358757
little-forest-summer-autumn,9.542639356070811,9.5,True,9.227935268432939
train-dreams,9.490695819323241,,False,9.444861501261348
vivre-sa-vie,9.466751315839788,9.5,True,9.43403964971582
india-song,9.426022011619112,9.5,True,9.42529984157992
under-the-skin,9.419448125520649,,False,9.504263686225773
winter-sleep,9.40552620789364,9.2,True,8.728875818862159
rara,9.371941801834094,8.8,True,8.94691940159931
love-life,9.35997406672755,9.3,True,9.478227202398623
the-bitter-tears-of-petra-von-kant,9.333726447116693,8.2,True,8.871494084856831
stalker,9.321432616029883,10.0,True,9.618762589210004
zama,9.318469730280816,9.5,True,8.97350875899559
the-tree-of-life,9.314371095092868,9.2,True,9.433074577441324
burning,9.282921639221167,,False,8.846949754318763
persona,9.261982203370303,9.5,True,9.522672142290888
4-months-3-weeks-and-2-days,9.18193458894727,9.5,True,9.357304429135207
paju,9.161244930466616,9.2,True,8.864141090372078
a-place-further-than-the-universe,9.15695271490788,9.2,True,8.920416430311604
happy-together,9.146668141012645,,False,9.216488111319954
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.144482236046501,8.8,True,9.373742447040435
anne-of-green-gables,9.123974364722903,9.8,True,9.082852362313117
ghost-in-the-shell,9.115520720771555,9.0,True,9.254014522458874
let-the-right-one-in,9.074413219287173,,False,8.749500771524112
monos,9.067744241516387,8.0,True,8.24856254139176
paterson,9.03823247045169,9.8,True,9.359002187741739
neon-genesis-evangelion-the-end-of-evangelion,9.03175649763735,9.8,True,9.187483826278362
princess-mononoke,9.027606408592503,,False,8.769575450036857
memories-of-murder,9.027524150143313,8.0,True,8.773236694125886
kikis-delivery-service,9.016795551562769,8.5,True,8.771966315584601
werckmeister-harmonies,9.00126434860095,10.0,True,9.416258280040045
ran,8.994811786847542,9.0,True,8.97157390470957
arrival,8.993278373347946,8.8,True,8.781256128080686
certain-women,8.991091069684222,10.0,True,9.576751488755962
before-sunset,8.976450838416177,8.5,True,8.827813433996944
neon-genesis-evangelion,8.96902663966908,,False,9.055571827739083
columbus,8.940873426811573,9.8,True,9.395859460500121
before-midnight,8.917483672929531,,False,8.634016014786079
wristcutters-a-love-story,8.902160829393523,,False,8.279261388913028
another-round,8.88960801074147,,False,8.602032767186595
disobedience,8.88268903679286,8.5,True,8.77897532639773
close-up,8.878012133908888,9.5,True,9.620436282214401
requiem-for-a-dream,8.860292349226935,,False,8.00296434725044
close-your-eyes,8.836225355837735,9.5,True,9.646026220933711
the-worst-person-in-the-world,8.815336178870123,8.8,True,8.889218825948591
seven-samurai,8.808255893399291,,False,8.72940940499133
