film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_reglas,nota_gemini,nota_modelo_entrenamiento,nota_modelo_cv,error_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,19,False,0.8541519252400507,0.8785023561398778,0.8771989525452673,0.8543628074121373,0.8855787105305584,0.8568023817937608,0.8733232418659223,0.8619871522068809,0.8662467568737348,0.8580660878850392,0.8754924177231281,0.8886648641313556,6.890834612946366,3.3745391026286944,5.1552086967409,5.817607416889769,6.8804290441400715,0.5463636621214764,4.654392085703494,4.636811824775334,3.2008261333678725,4.515992691606965,0.2077918788377746,0.501235929116455,0.0,0.002163355078847325,0.20022278432803675,7.329205584946607,,,,,,,7.225213497552613
sinners,299,True,0.863242707594848,0.8864141074324945,0.8846398888908187,0.8711592032711035,0.889993909306787,0.861307263018924,0.8829850873877789,0.8649017676361888,0.8761679541600322,0.8742944115112967,0.8861846365596235,0.8934351629380035,7.108631193311112,5.942340949062478,5.964440924432103,7.197411031167023,6.528867384302774,0.16767729348396887,1.4979515409859565,3.8591886376357625,1.6986572523772363,3.440760994551108,0.1370341798656062,0.20911336993894367,0.0,0.006630682027000432,0.1196705365427338,8.010826842266667,7.5,8.219175274270619,8.271418596065642,0.7714185960656419,7.871911460283496,0.37191146028349564,8.219175274270619
marty-supreme,15,True,0.8501669401910199,0.8844573806754037,0.8763795055636687,0.8508435784432469,0.8862790307172962,0.8489095566340477,0.8650641483069235,0.8633973794817595,0.8614460163581925,0.8556556317797892,0.8740391417606639,0.8826035066906137,4.897392836594995,2.013716785258734,4.359378979410997,5.815575432552782,7.011746093903845,0.959811201940358,6.260426531153337,4.222999347391139,1.316688422413009,8.623237582267693,0.20059275493201034,0.3169782215043542,0.0,0.0009788544504982597,0.4268039060529324,6.3204239774034985,5.5,5.712564899742678,5.5645054942746235,0.06450549427462349,7.191765493452554,1.6917654934525537,5.712564899742679
it-was-just-an-accident,15,False,0.8543685439779467,0.8803169992952332,0.8800812622517642,0.8556052555687473,0.8970421909811086,0.8649781375159558,0.8802682272027235,0.8690539580950215,0.8726928976191535,0.8656776809263701,0.8738771793607049,0.8948760399666891,6.299486689468953,5.500074302075527,6.04498464689084,9.15350026673643,8.068068520204188,0.3678647922669872,5.7606309134088995,1.9682696424493624,0.30783884125834304,5.086518789254022,0.3741330779122346,0.6218168558908623,0.0,0.009231010141924293,0.16555996181068747,8.096864368615856,,,,,,,8.167976186703324
sentimental-value,18,False,0.8610380479896135,0.8794583443388202,0.8919172941234281,0.8736580084519642,0.881597467247764,0.8704969329519057,0.8961148101841749,0.8880393955607722,0.887466698364435,0.8670831997337606,0.884940502601151,0.8924974427145851,8.668172339342128,9.063255169814337,9.60417196086304,7.965474921681157,6.824166939619151,0.0,2.3872624854173625,2.8724300501095064,1.5656564956230958,1.072273479325227,0.0,0.23023748370662958,0.0,0.0016012529621890117,0.024734090342554076,9.332721454882819,,,,,,,8.56343937687358
the-secret-agent,17,False,0.8657791980733838,0.8862157018703507,0.8953789472640336,0.8799470275455183,0.9016309783864191,0.8746864352476797,0.8932265013910126,0.8769149549414746,0.8881228171100197,0.8823620713996072,0.8966195591992026,0.9001435352020395,6.9347048100721285,7.317268334083079,6.317773462736756,7.26690351492028,8.934251200896176,0.2716561675280424,1.4725673758371634,1.9842089825668232,0.4646363902098345,1.7703502652638528,0.19024108209437418,0.1251294434329172,0.0,0.0009362213714681697,0.0757972452386289,8.777255756230685,,,,,,,8.579333965218265
weapons,14,False,0.8486862340862342,0.8806242801014126,0.8731035206317606,0.8527560762118076,0.8925193885454219,0.8452068642869115,0.8724642238947169,0.8538661178134945,0.8633445426641314,0.8634564964631952,0.8779106180158245,0.8900967072995919,5.4060396147923395,3.153228708616987,3.5671389432005567,4.633620510771356,8.4883551319196,0.7047875836892163,5.494082947480047,4.427395334147905,2.6137319525092604,5.438771806922548,0.35984037378665656,0.5063122921768048,0.0,0.004009912084220335,0.1908673821364546,6.884867756350831,,,,,,,6.8203488873719955
train-dreams,20,False,0.847802078408817,0.8762976684126071,0.8803530048041426,0.8692950804324291,0.8816235761030129,0.8599179189198973,0.8857884108322913,0.8712495236192472,0.8800480653086246,0.8666729440863353,0.8803829195639981,0.8919049508950143,6.710158674264777,10.0,8.414369352107158,8.68015944555518,8.112411682608732,0.34135785612595376,2.162526512020558,2.9242984807213834,2.456561618255076,0.0,0.11685225829631482,0.285281013055541,0.0,0.0018929710638534367,0.018219389276421034,9.444861501261348,,,,,,,9.490695819323241
hamnet,14,False,0.8472495755736855,0.8777682821670785,0.8775581874219115,0.8590240923818411,0.8799798796378704,0.8614880426118146,0.877952770700754,0.8676918261068809,0.867862339717892,0.862260789377821,0.8778120908953565,0.8831049545788285,8.43397148532111,6.323980373045383,7.694231235034767,7.224469317819597,7.019460203804528,0.0,2.6296393357713543,3.4537072608351878,2.7289248043719914,1.8912088906833384,0.02578375372505734,0.39081557347079926,0.0,0.010264005245237847,0.06651609792955494,8.617518951191078,,,,,,,8.207246546401867
sorry-baby,13,False,0.8579476212300954,0.8792807320457492,0.8842382062122192,0.8608263586165432,0.8773752227464795,0.862682575298783,0.8760275634087525,0.8672215249498123,0.870634578268914,0.8583903019546568,0.8709352889677726,0.8805571560558234,9.309075536705508,5.843941534141008,7.2228312253015385,7.092980331502849,6.754444760633203,0.05806775561886973,3.5677283525587313,2.5686022338698833,1.3372558606334204,3.6932270607962083,0.0016708835889703288,0.3404612793891978,0.0,0.0,0.1357951601618173,8.382416558146705,,,,,,,7.598662798924756
2046,452,False,0.8577610837206768,0.8827896201020627,0.8865570528799134,0.8732225874427948,0.8844775218188733,0.8697487073051715,0.8855219068192812,0.8729241451216032,0.8813905818870448,0.8744798628387658,0.8923707702807747,0.8910563486113012,7.241269926014056,10.0,8.51747286833065,7.540155226006148,8.111270600877294,0.4400810608871886,1.3292984001797359,2.214348398251645,2.0965825751967153,0.08238608875001097,0.17841167926389406,0.019017971367938702,0.0,0.017007334179853437,0.011456711228455728,9.373497897758169,,,,,,,8.52615269582669
4-months-3-weeks-and-2-days,365,True,0.8708795261502813,0.8954358861101402,0.8888346050563245,0.8702384120412989,0.8938345047085361,0.8816507498537736,0.8923737194584784,0.881253965708988,0.8903926108167151,0.878370413657354,0.8937362270193063,0.898333359463894,9.0321425953934,8.768869735453793,7.751371184163442,9.895881141585413,7.977263865782322,0.046532357638038035,5.044788805207669,0.31037716142481475,0.0,0.8377093696822804,0.32240106203957847,0.6208372699045375,0.0,0.01864142124056877,0.07272124264657864,9.357304429135207,9.5,9.18193458894727,9.42449278297151,-0.07550721702848939,9.538182952053889,0.038182952053889,9.18193458894727
500-days-of-summer,279,False,0.868431718692146,0.8901650143766009,0.884454618592555,0.8678473494527341,0.8823415528002478,0.8678212364076947,0.8817553849245714,0.8783207794537311,0.8807359908164382,0.8708316449633888,0.893981874595948,0.892177240413543,7.419849287575463,5.565509648939922,8.125897991734472,6.104910443085085,5.34060194044592,0.23396084755421886,2.609768279195961,2.742206491175384,1.8314045949300648,2.147147079674773,0.09410279933238336,0.2817984417972787,0.0,0.0,0.10525833817632288,8.02106792170363,,,,,,,8.077569538630438
a-beautiful-day-in-the-neighborhood,324,True,0.8496892972061787,0.8777534146374144,0.8797048625893793,0.8606967481898289,0.8739233759753118,0.8582378165235027,0.8766496408485623,0.871385817798215,0.8726224491502672,0.8538953713244462,0.8800437774420566,0.8852310535866382,6.424832831153651,8.083181140903163,9.687023775938663,8.099800575993317,5.330795175316865,0.5024411414399033,3.3686215988459747,3.7324967699453913,2.213396114520793,0.07452667351020081,0.1223912951764658,0.8371555852228532,0.0,0.0,0.008606913280765259,8.78202750540873,8.8,8.146333590622765,8.179954737694407,-0.6200452623055934,8.973411273411006,0.1734112734110056,8.146333590622765
