film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,11.674157735624007,,False,9.6300272645127
secret-sunshine,10.488201165380161,9.6,True,9.656939598156777
sentimental-value,10.270292412900714,,False,9.446453118200505
shaun-of-the-dead,10.158458569268523,,False,7.785332261518901
columbus,10.038386584015434,9.8,True,9.469954079111304
the-girl-with-the-needle,9.938237082043297,9.0,True,8.990197013980096
women-workers-leaving-the-factory,9.921839833507306,9.5,True,9.62965771231045
india-song,9.898117189295693,9.5,True,9.338130885849782
melancholia,9.833145069854783,9.5,True,9.122835815068697
the-tree-of-life,9.828163739252533,9.2,True,9.319741217869126
certain-women,9.819605165055215,10.0,True,9.518973659531364
all-we-imagine-as-light,9.79319085784672,10.0,True,9.733106807821288
zama,9.685164708341631,9.5,True,9.068567537946072
spring-summer-fall-winter-and-spring,9.682263035925843,9.0,True,9.352787341526545
4-months-3-weeks-and-2-days,9.660261678530148,9.5,True,9.06943170794569
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.61564878500618,8.8,True,9.304059820458376
neon-genesis-evangelion-the-end-of-evangelion,9.61499196590817,9.8,True,9.332319445347531
personal-shopper,9.602214120803385,9.0,True,9.545765084407904
under-the-skin,9.542274369299696,,False,9.102043169004517
train-dreams,9.53551419976752,,False,9.319655370689528
rocky,9.50061086025043,9.2,True,8.26303247633124
the-headless-woman,9.481863014770157,9.5,True,9.66898636046779
woman-in-the-dunes,9.480815745192308,9.5,True,9.424578621238926
shoplifters,9.466211952485285,9.8,True,9.559678008589442
the-green-ray,9.464343356493949,9.8,True,9.561012704859547
cleo-from-5-to-7,9.425646947414128,9.7,True,9.632880423355566
werckmeister-harmonies,9.418282591742472,10.0,True,9.348932974364756
love-life,9.405983075677224,9.3,True,9.669821821010148
anne-of-green-gables,9.394493681352536,9.8,True,8.99451507482962
raise-the-red-lantern,9.387536686762415,9.2,True,9.18149198382722
stalker,9.381243834918653,10.0,True,9.5047787982461
one-battle-after-another,9.36692752040144,,False,7.471180350272258
persona,9.341455015739744,9.5,True,9.460379313418462
twin-peaks,9.314719773801796,,False,8.622068573441638
norte-the-end-of-history,9.301894303066236,9.6,True,9.116927203119822
winter-sleep,9.293114474371636,9.2,True,9.055718203546757
the-seventh-seal,9.284518126741474,,False,9.414030405440602
riceboy-sleeps,9.270783870313647,9.7,True,9.258945295509626
the-fallout,9.267111010746243,8.8,True,8.644804937102789
wristcutters-a-love-story,9.261451690827048,,False,8.245898298042713
vivre-sa-vie,9.253875561555297,9.5,True,9.301619991002584
the-worst-person-in-the-world,9.235539376192063,8.8,True,8.818447084855384
bicycle-thieves,9.230802636176383,9.8,True,9.191441618533718
dawn-of-the-dead,9.194537092466941,,False,8.489738315506061
a-woman-under-the-influence,9.189762209493177,9.8,True,9.382141131835647
portrait-of-a-lady-on-fire,9.15129405873515,,False,9.230434127137952
nosferatu,9.140372484522633,,False,8.518352993999677
lady-bird,9.070950023839579,,False,8.735488003755558
hamnet,9.054767412210293,,False,8.717784201602168
requiem-for-a-dream,9.045417719708588,,False,8.525833588147725
the-testament-of-ann-lee,9.03150994997296,8.6,True,8.706034246755108
the-passion-of-joan-of-arc,9.02848638972534,,False,8.729719455846832
arrival,9.022250057869543,8.8,True,8.79095155133699
extraordinary-stories,8.974911755656796,8.5,True,9.206003014621565
monos,8.968171674508248,8.0,True,8.439253218267831
close-your-eyes,8.965250868037003,9.5,True,9.481615781794313
close-up,8.95730010939391,9.5,True,9.765555351236303
before-midnight,8.949783359382817,,False,8.622684466975182
the-souvenir-part-ii,8.942597378826703,9.6,True,9.094289662871779
tokyo-story,8.9423883897044,10.0,True,9.881688646142265
mississippi-masala,8.933115618320608,9.0,True,8.862212593263473
2046,8.914500952814745,,False,9.570113154440985
