film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_reglas,nota_gemini,nota_modelo_entrenamiento,nota_modelo_cv,error_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,19,False,0.3411092988079448,0.497242261302996,0.2710483278630743,0.31597818319172943,0.5651010940119467,0.26489354354447103,0.4800252136592411,0.3583657154633609,0.26637616957927723,0.5194342041295665,0.418882208523209,0.5509134305712355,6.602475195426681,3.6187778945776152,5.550812622374606,5.759135760992388,6.656583294106957,0.4125885745325368,3.7343561006011394,4.9693132298339275,2.57850591514622,3.734968024407273,0.19808974627480086,0.43984252915489347,0.0,0.0,0.11894575103988084,7.471180350272258,,,,,,,9.36692752040144
sinners,299,True,0.3614989935415633,0.5570626471683173,0.3519367887905489,0.42392633128062573,0.6084703793952463,0.24932562875437791,0.5687283539263033,0.37268573655268017,0.332280744970199,0.6089228041597058,0.4455677322476295,0.5463605425942212,6.517941658773309,5.528994125714091,5.941013862189751,7.1214593001621695,6.86998203723244,0.2909296460347338,2.7268931159770333,3.9173438916189784,2.0777062961547323,3.0762653993607763,0.20960323444141873,0.3638195812424929,0.0,0.002995453857160827,0.10994657015239706,7.996206183114581,7.5,8.138926229578628,8.019870482511287,0.519870482511287,7.861627423949981,0.36162742394998126,8.138926229578628
marty-supreme,15,True,0.3126169208513626,0.6155395086054303,0.3348794831733172,0.3354931770995845,0.5750036141089749,0.23584161093337125,0.49026923886440493,0.3819260044213446,0.25136261447179076,0.48498319572461485,0.45281788562928127,0.6037123570072205,5.467970664715635,3.635529452209033,4.420974272957738,5.976817616690301,6.756751137482928,0.6017190663328267,5.216965978904712,4.466358393586533,1.9410287309290704,4.502072133135104,0.26421540233801616,0.4739857843057159,0.0,0.0,0.1380831043543358,6.9687990049702595,5.5,6.813338790508252,7.299615904006094,1.7996159040060942,7.492050537720639,1.9920505377206386,6.813338790508252
it-was-just-an-accident,15,False,0.3775638145677409,0.6130521811561629,0.3788494722955871,0.4286215327185622,0.6287162769719536,0.35520043605271734,0.6183649711326693,0.4554949097778118,0.34471535399089803,0.5875923335149502,0.4568693803962266,0.5997570282805511,6.817190720283737,7.5041532688074435,5.901710585949185,9.85010163794814,8.599839476195628,0.3936248602116494,3.7519455845456022,0.6269935991711548,0.003684701983792893,2.0144359950877186,0.38359294855548753,0.41566579805370013,0.0,0.018173047165605256,0.08252582121107549,8.80366014602406,,,,,,,8.763759084975801
sentimental-value,18,False,0.32048845123862163,0.5034719768586404,0.47336044050287995,0.42402765775861584,0.5365804385267693,0.35305859858913446,0.6530454275006998,0.6268141216665111,0.4038789674384209,0.5620758702309228,0.5093663175584056,0.5563710529502179,8.499096378115503,8.840018629437871,10.0,8.546585761526297,7.055178360440802,0.05951537209137697,1.8421076711547444,2.8110350812680895,1.7661394284137542,1.1379040851367348,0.0,0.2760317386803524,0.0,0.0,0.03012028401935942,9.446453118200505,,,,,,,10.270292412900714
the-secret-agent,17,False,0.3654926741047156,0.5209896741152122,0.3825409906626994,0.4636309938580869,0.6445329437526137,0.2467885337911643,0.6075734136015235,0.3194652534439838,0.2926781385836985,0.6240088627292796,0.504722538009225,0.5788284601991417,6.3191209083020965,6.713812932217577,5.231402938323142,7.453439313703092,9.119972628971908,0.4061675815016832,3.009967064552736,2.58068898847823,1.4946417054537156,1.8351959175894539,0.24706891771240808,0.3404195639566846,0.0,0.004789658554088306,0.07291486294616177,8.492202404064662,,,,,,,8.64122305469212
weapons,14,False,0.3167572344563854,0.5820824094966852,0.30095703140116375,0.3503060315709235,0.6406378232767987,0.1928153610579206,0.517936577543925,0.31597287495209253,0.29773761723435055,0.5307341236951278,0.40549960104434635,0.5777899568252528,6.23505107360998,3.297072081511426,4.479314106298924,5.354465357163056,8.649683919794484,0.40932277148403695,4.008470618641692,4.2284599412123285,1.5303636262488423,4.377278154167004,0.29236957875416153,0.38055509024229717,0.0,0.0,0.12948835293852382,7.576484919834244,,,,,,,7.722040172563095
train-dreams,20,False,0.33827424457729316,0.5593150848566575,0.3880990813837204,0.44916256280975403,0.5531580829968046,0.2812580300545152,0.6859716594023415,0.47327988515778774,0.3951783026090825,0.6117941152595615,0.49657415386218884,0.5665026810993639,6.576636005807114,10.0,8.727539510773388,8.588042674071215,7.314537823420601,0.41776652445592544,2.3642905360028577,3.211432510125709,2.3003139166268785,0.3101950929509757,0.11768427214018304,0.3097495964278719,0.0,0.0,0.05011066346247191,9.319655370689528,,,,,,,9.53551419976752
hamnet,14,False,0.33277435139393663,0.5658134846616998,0.37767161891775863,0.37225473058484376,0.5797497582909417,0.36427001319860014,0.6113515619422221,0.5093866905933535,0.3190126478230585,0.5579834458656415,0.4558689996449593,0.5603441789151038,8.474788623158773,6.822416700114436,8.473199172363852,7.49636424713914,6.502826694721959,0.2466304606456744,2.1015560436149197,3.6111499609992954,1.9576045794888874,1.8334791531260999,0.012221203801446867,0.30543775538331963,0.0,0.009048231996112113,0.06668195523716615,8.717784201602168,,,,,,,9.054767412210293
sorry-baby,13,False,0.3772932990606499,0.5405695536009034,0.4009344504294273,0.3683465130318182,0.5342603317319965,0.35754330220102915,0.5827311095968295,0.41417260854487675,0.3131308587077989,0.5034489928404908,0.48409507752867087,0.5520054615758839,9.069627487070234,5.793721074469103,7.833307336909604,6.6103059873691,6.554783305964935,0.21374312391208555,2.6998768163711824,3.393045107752017,2.111454428368825,2.6944816930087407,0.03038989607092271,0.2567474223106191,0.0,0.0003976373446420937,0.07064131327910567,8.430145799257444,,,,,,,7.74512530156584
2046,452,False,0.3326379321160188,0.5135058166256115,0.38226418078329427,0.4343398043293437,0.5700672145813075,0.3064218014161746,0.6279019212510506,0.47681042736002244,0.3323813568085431,0.5671701378959633,0.5677050387945685,0.5685817470751999,7.583661724660196,10.0,8.898866433055769,8.095844557943957,8.003377485536108,0.2229085213937738,1.0821145340340013,1.6509275730771997,1.531375938779623,0.0,0.1422036626807948,0.1396463658078513,0.0,0.018605297975541495,0.028481345323079266,9.570113154440985,,,,,,,8.914500952814745
4-months-3-weeks-and-2-days,365,True,0.45785837292151765,0.6093681814569942,0.3464384944191314,0.38515775819861897,0.587353176267773,0.47556206180371324,0.627280081897831,0.4492238988242968,0.40492247835890927,0.6047741728476737,0.5045238919236722,0.5730040189599251,8.868381421653023,7.73716701699936,7.2906292349015285,9.671625053487997,7.952513862326716,0.11306120711601075,3.8276269479012432,0.2660427413669084,0.18464938466732117,2.2245744235960916,0.2837576185540684,0.4217534010673708,0.0,0.022797643558433334,0.08614756700533806,9.06943170794569,9.5,9.660261678530148,10.065710174855973,0.5657101748559725,9.070804693336534,-0.42919530666346617,9.660261678530148
500-days-of-summer,279,False,0.37698168598153,0.5316121209510948,0.3677696075119809,0.3627971764899599,0.5066787665275533,0.2989598122328291,0.5038600402609585,0.4395759879707115,0.3315551320656281,0.5199699777380146,0.5814154858778083,0.5677380130415944,7.495906557881202,6.214033310381717,7.356630002684771,5.646122094091735,5.525508646265925,0.3535530528099423,2.982136238043444,3.004668305363457,2.3755089706729753,1.6293365767330608,0.0945098974578672,0.3425401388177015,0.0,0.0,0.059647491239701034,8.013453822916238,,,,,,,7.076204051861867
a-beautiful-day-in-the-neighborhood,324,True,0.32163057166208214,0.5459522499349915,0.32228116111021843,0.38786166555769047,0.45272576381056917,0.2520804935747337,0.5291193660970006,0.46885253709972374,0.3621640912328733,0.4612321366361044,0.5105384105322439,0.544528712393167,6.1437018654679365,7.6312570650377305,9.584568014583784,7.989982816367827,4.764408340091528,0.5959849894965972,3.6557317329685146,3.7814543301511865,2.069246856001255,0.43014044080810576,0.1406414034523245,0.5851909277087897,0.0,0.0,0.043708349992226524,8.571826218426763,8.8,7.943190373129582,5.830784965712325,-2.969215034287676,7.76920619451558,-1.0307938054844206,7.943190373129582
a-clockwork-orange,571,False,0.39317927033860445,0.6384083339098003,0.38943955648005846,0.44017517983918064,0.592216027824478,0.2814838379456901,0.5693428050633973,0.38352125070083065,0.41149514846951385,0.6189346417902364,0.5317447564639604,0.6266389175594418,5.863647306353416,6.574034159634342,4.218113797664888,6.23301956840122,9.00542302956641,0.5578995590712394,4.070334830016449,3.41047848054418,2.320147520634297,2.386637016661827,0.2958550832343155,0.38414273999599047,0.0,0.013527975526196185,0.09748532083200648,8.01372560204977,,,,,,,8.006904457347844
a-place-further-than-the-universe,205,True,0.34642829827780885,0.5016882380565721,0.3378267597048423,0.44242401597794634,0.5447498139671786,0.3429649896724085,0.5517272525517469,0.42878589667035943,0.3045002843476585,0.5074824307033244,0.44250899340994365,0.46330954640360844,9.226782537368797,7.272979079986899,9.519654753692022,7.237449907933475,5.650678410941983,0.0,0.6685137534648335,1.89298186328469,1.1522433599760595,1.3880921789990417,0.0,0.08919276417427871,0.0,0.0002474957811794253,0.08511002648608038,8.869218336492706,9.2,8.615675750970606,8.538501834003089,-0.6614981659969104,8.511130648017426,-0.6888693519825733,8.615675750970606
a-woman-under-the-influence,431,True,0.43957620544091713,0.6296824526485887,0.3590687473917271,0.389902666911978,0.556448320599623,0.4914654586596177,0.5786346837731299,0.48969431571659494,0.36100757629382196,0.49275946089670886,0.5920308066344436,0.6294872715527551,9.481800491570425,7.717724667865859,9.240167466253155,8.8507461314045,7.711982271520837,0.31378125204021146,3.563128735082105,1.144597993376605,0.800547106101248,1.283474606268872,0.07718312929440166,0.47895859623420406,0.0,0.016884102545990886,0.027226324351650878,9.382141131835647,9.8,9.189762209493177,9.032034744501034,-0.7679652554989662,9.46297222749809,-0.3370277725019104,9.189762209493177
