film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,11.676285144014754,,False,9.645972849054173
secret-sunshine,10.48930067913212,9.6,True,9.675696316495577
sentimental-value,10.269433479954706,,False,9.47200915985468
shaun-of-the-dead,10.156571195139932,,False,7.732954459117585
columbus,10.038844539025932,9.8,True,9.414384307328213
the-girl-with-the-needle,9.937121612658995,9.0,True,9.066185599820075
women-workers-leaving-the-factory,9.92095708027186,9.5,True,9.651356866672865
india-song,9.897145099074619,9.5,True,9.337649029704787
melancholia,9.832902905290181,9.5,True,9.166468675075244
the-tree-of-life,9.827660953548971,9.2,True,9.328308668994906
certain-women,9.819925611972968,10.0,True,9.518814703870245
all-we-imagine-as-light,9.793918295770116,10.0,True,9.725954972995508
zama,9.684704078060799,9.5,True,9.134334544165217
spring-summer-fall-winter-and-spring,9.682345620441284,9.0,True,9.319610455511164
4-months-3-weeks-and-2-days,9.66196151180668,9.5,True,9.161009027084102
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.616006715538742,8.8,True,9.291783111695828
neon-genesis-evangelion-the-end-of-evangelion,9.615872225357434,9.8,True,9.328406786009856
personal-shopper,9.602543998893696,9.0,True,9.510727029082116
under-the-skin,9.539699482036886,,False,9.135664324480619
train-dreams,9.536723712971304,,False,9.303935038501027
rocky,9.501356386101538,9.2,True,8.258053599321153
woman-in-the-dunes,9.482033905370917,9.5,True,9.429804805139888
the-headless-woman,9.481755206938017,9.5,True,9.732741774490718
shoplifters,9.465554263635722,9.8,True,9.588327123944529
the-green-ray,9.46515381484851,9.8,True,9.516717044846345
cleo-from-5-to-7,9.426615229760891,9.7,True,9.62931758699722
werckmeister-harmonies,9.41776242075109,10.0,True,9.380151313787447
love-life,9.404969295433732,9.3,True,9.659095879280725
anne-of-green-gables,9.393839340687993,9.8,True,8.961112803040557
raise-the-red-lantern,9.388437025959963,9.2,True,9.234297672734584
stalker,9.380092892135483,10.0,True,9.484255289207287
one-battle-after-another,9.367766880983604,,False,7.4331024494640525
persona,9.340478705835064,9.5,True,9.485565259208627
twin-peaks,9.31667681952363,,False,8.608781010175065
norte-the-end-of-history,9.301126927593588,9.6,True,9.209595363956936
winter-sleep,9.295323042927514,9.2,True,9.060665866942193
the-seventh-seal,9.28617108251837,,False,9.45623352497361
riceboy-sleeps,9.270207925455379,9.7,True,9.278044626155609
the-fallout,9.26690151325403,8.8,True,8.662583068049996
wristcutters-a-love-story,9.260259762601295,,False,8.208281915833917
vivre-sa-vie,9.25429441648226,9.5,True,9.316600153989818
the-worst-person-in-the-world,9.234545488879078,8.8,True,8.837493393229439
bicycle-thieves,9.228872751029384,9.8,True,9.221122718009488
dawn-of-the-dead,9.197851421568231,,False,8.461465440433699
a-woman-under-the-influence,9.190176855977533,9.8,True,9.454128704070788
