film_id,nota_modelo,nota_gemini,evaluada,nota_lineal
cleo-from-5-to-7,9.713762847867844,9.7,True,9.817657635296438
women-workers-leaving-the-factory,9.655040781856622,9.5,True,9.967868256715898
taipei-suicide-story,9.61690988082692,,False,12.263734130705753
all-we-imagine-as-light,9.588193159101786,10.0,True,9.705369808793606
tokyo-story,9.576946654249126,10.0,True,9.89728978690395
the-green-ray,9.57415264147369,9.8,True,9.740767897204341
certain-women,9.560633889592422,10.0,True,9.649268843085475
secret-sunshine,9.550721326764743,9.6,True,9.809248689359416
the-headless-woman,9.525787359389527,9.5,True,9.33628210775489
woman-in-the-dunes,9.517543897883856,9.5,True,9.783247459395303
stalker,9.512340445145908,10.0,True,9.7772582205879
love-life,9.510097256492099,9.3,True,9.26389436353223
spring-summer-fall-winter-and-spring,9.500406993763518,9.0,True,9.569277736999666
shoplifters,9.477606089462318,9.8,True,9.54953220808683
the-tree-of-life,9.460399266913294,9.2,True,9.272916964750051
2046,9.457781549066873,,False,8.77822634833738
vivre-sa-vie,9.392799108525015,9.5,True,9.162204216976809
the-seventh-seal,9.372381849176074,,False,9.957062932674424
india-song,9.34693699321315,9.5,True,9.538506841531522
in-the-mood-for-love,9.335129255361554,9.5,True,8.968464209801834
paterson,9.30397387737513,9.8,True,9.050576614833455
personal-shopper,9.282086860256289,9.0,True,8.831862590175037
persona,9.280915451732055,9.5,True,9.624166461986455
the-disciple,9.28041237729698,8.8,True,8.247679172650951
close-up,9.274236637890631,9.5,True,9.155442134865835
fallen-leaves,9.272653472928177,9.5,True,9.229987567911396
neon-genesis-evangelion-the-end-of-evangelion,9.266673056027207,9.8,True,9.133884356073825
columbus,9.229777916300295,9.8,True,9.701638117308862
riceboy-sleeps,9.2247858786837,9.7,True,8.870535532168542
ghost-in-the-shell,9.214418347028523,9.0,True,9.633535711115417
little-forest-summer-autumn,9.202282536717519,9.5,True,9.390642877321435
seven-samurai,9.183227685312442,,False,9.263718286046624
the-novelists-film,9.169705348806469,9.5,True,8.064340844203386
4-months-3-weeks-and-2-days,9.162693337488566,9.5,True,10.009099739848223
close-your-eyes,9.159457028660391,9.5,True,8.501479496748097
werckmeister-harmonies,9.150685703558729,10.0,True,8.762501501872954
bicycle-thieves,9.140216142218078,9.8,True,9.776690575526679
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.135923118275263,8.8,True,8.74997579168643
under-the-skin,9.129255843046966,,False,9.153241625123721
norte-the-end-of-history,9.1247126790467,9.6,True,9.583628846358243
happy-together,9.115950936432727,,False,8.779037369322307
ran,9.10629978497049,9.0,True,9.040904003553095
mississippi-masala,9.10190844534516,9.0,True,8.948375924033918
train-dreams,9.099989486309038,,False,9.563903222141521
pacifiction,9.078249296225666,9.0,True,8.99019902849068
melancholia,9.07772051781459,9.5,True,9.047466435765907
paju,9.07725535139597,9.2,True,8.25989925683027
the-bitter-tears-of-petra-von-kant,9.069223923025149,8.2,True,8.188195991242935
chungking-express,9.052608529572291,,False,8.68690164341368
the-passion-of-joan-of-arc,9.0174672794197,,False,9.435901768287462
raise-the-red-lantern,9.005390475789746,9.2,True,9.41811419599744
a-woman-under-the-influence,8.999516539654463,9.8,True,9.005536128947472
extraordinary-stories,8.984341801539697,8.5,True,9.042992323191202
zama,8.934380375831934,9.5,True,8.515093117898033
the-girl-with-the-needle,8.918528076055047,9.0,True,9.521115667602453
the-souvenir-part-ii,8.913025268388479,9.6,True,8.91658919276889
arrival,8.90928051306329,8.8,True,9.27964898068142
disobedience,8.908154287098853,8.5,True,8.637260774121946
neon-genesis-evangelion,8.905854191571512,,False,8.509263437344169
rara,8.880492364879277,8.8,True,8.779142875357143
the-worst-person-in-the-world,8.862730065527174,8.8,True,9.411401766145932
memories-of-murder,8.850157988880753,8.0,True,8.855685875736476
viola,8.838597240862676,9.4,True,8.46490295230109
blade-runner,8.824703780219668,8.5,True,8.272062552774832
kikis-delivery-service,8.822225798302627,8.5,True,8.603933401001099
before-sunset,8.802066275431002,8.5,True,7.854085594224825
the-testament-of-ann-lee,8.79216865847558,8.6,True,8.301575744469062
anne-of-green-gables,8.785092343753549,9.8,True,7.8277698848779185
burning,8.783683110641967,,False,8.248713204081213
mommy,8.78339090701777,8.5,True,8.723201017054153
do-not-expect-too-much-from-the-end-of-the-world,8.783257844590475,9.2,True,8.933621462337074
portrait-of-a-lady-on-fire,8.780937527324475,,False,9.147164393148541
hal-harper,8.777020139422083,8.8,True,8.869632296702994
little-white-dove,8.772578750714727,8.5,True,8.803809876150448
her,8.752582433223711,8.2,True,8.343730860479802
the-secret-agent,8.751834517262402,,False,8.496348310163837
perfect-blue,8.749536910350745,,False,8.395988872376487
killers-of-the-flower-moon,8.74832215059986,9.5,True,8.894640164941594
the-fallout,8.73556414675115,8.8,True,9.120313148670839
a-beautiful-day-in-the-neighborhood,8.71393391769058,8.8,True,7.7995554130639615
the-master,8.708390635159828,9.3,True,8.558887099367537
before-midnight,8.679316477828598,,False,8.462845408615339
before-sunrise,8.67905461924325,,False,8.253048500682553
a-place-further-than-the-universe,8.676852192129447,9.2,True,9.121880182489212
twin-peaks,8.646977634048328,,False,8.282272684159048
mulholland-drive,8.646930156210315,9.2,True,7.959230688395243
winter-sleep,8.639224060094342,9.2,True,9.351072353938692
happy-go-lucky,8.638529705377074,9.0,True,8.680241891061252
lady-bird,8.625578823105645,,False,9.20986993947796
the-power-of-the-dog,8.613094592252038,8.5,True,8.843241505232086
let-the-right-one-in,8.598437885040113,,False,8.898428192560115
the-celebration,8.597169109188334,8.5,True,8.265723820955872
requiem-for-a-dream,8.586577027828833,,False,8.18898984509051
blue-is-the-warmest-color,8.583502013407058,8.0,True,7.8279791975899045
crouching-tiger-hidden-dragon,8.570440499503738,9.5,True,8.587067725603351
gueros,8.568715904883323,8.5,True,8.643385866180433
eternal-sunshine-of-the-spotless-mind,8.567018939970376,,False,8.16631773650513
another-round,8.550207476746756,,False,8.816119227509827
monos,8.54443489898809,8.0,True,9.015449616474202
phantom-thread,8.535138378909975,,False,8.207517311503624
parasite,8.528414203778524,,False,9.021544443421645
princess-mononoke,8.511094477660675,,False,9.28824523852085
