film_id,nota_modelo,nota_gemini,evaluada,nota_lineal
cleo-from-5-to-7,9.69812987404635,9.7,True,9.81765831812527
women-workers-leaving-the-factory,9.656897809509418,9.5,True,9.967868695945308
the-headless-woman,9.59666159647332,9.5,True,9.336282501560927
taipei-suicide-story,9.584310287293249,,False,12.263734949820561
certain-women,9.581409361835513,10.0,True,9.649269224908073
secret-sunshine,9.57754767660839,9.6,True,9.809249298773109
all-we-imagine-as-light,9.576806490200454,10.0,True,9.705369763025091
tokyo-story,9.5752597380497,10.0,True,9.897290151282107
the-green-ray,9.565038060034537,9.8,True,9.740768314774625
love-life,9.54293360462822,9.3,True,9.263894294301828
woman-in-the-dunes,9.520140984893677,9.5,True,9.783247923078743
shoplifters,9.503377906660265,9.8,True,9.54953209613769
spring-summer-fall-winter-and-spring,9.479959986862905,9.0,True,9.569278042123226
stalker,9.47412654877019,10.0,True,9.77725839672597
the-tree-of-life,9.455114575551068,9.2,True,9.27291689933336
vivre-sa-vie,9.418271282729487,9.5,True,9.16220462186336
2046,9.414715952468436,,False,8.778226572611935
india-song,9.363829454971,9.5,True,9.538506484332398
the-seventh-seal,9.353879107053643,,False,9.957063157699803
close-up,9.335854443676045,9.5,True,9.15544228555669
persona,9.333358552399039,9.5,True,9.624166481143975
in-the-mood-for-love,9.283832970420956,9.5,True,8.968464069795914
fallen-leaves,9.281737878833027,9.5,True,9.22998679781379
neon-genesis-evangelion-the-end-of-evangelion,9.272564905741104,9.8,True,9.133884448433086
the-disciple,9.266473263790662,8.8,True,8.24767959045545
personal-shopper,9.257689652549033,9.0,True,8.831862988607558
paterson,9.25369090087032,9.8,True,9.05057677772617
riceboy-sleeps,9.251500567178008,9.7,True,8.8705356394867
4-months-3-weeks-and-2-days,9.236723756840853,9.5,True,10.009100382811114
ghost-in-the-shell,9.21492561149426,9.0,True,9.633536252869785
norte-the-end-of-history,9.20028655835976,9.6,True,9.583628855127705
under-the-skin,9.19281091310544,,False,9.153242361317483
the-bitter-tears-of-petra-von-kant,9.174252440358211,8.2,True,8.188195596054285
columbus,9.174163731442956,9.8,True,9.701637790268713
bicycle-thieves,9.168844402337413,9.8,True,9.776690056723101
seven-samurai,9.164841777294642,,False,9.263719394132664
close-your-eyes,9.162943985991182,9.5,True,8.50147986797599
little-forest-summer-autumn,9.162061736230923,9.5,True,9.390642866204104
the-novelists-film,9.155865081107374,9.5,True,8.064340840466416
werckmeister-harmonies,9.152637187246894,10.0,True,8.762501567882254
ran,9.13660819744519,9.0,True,9.040904337682878
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.134903209398711,8.8,True,8.749975931405265
pacifiction,9.110908509537987,9.0,True,8.990198424585055
mississippi-masala,9.103343365724491,9.0,True,8.9483758436763
paju,9.095921836104768,9.2,True,8.25989988780082
train-dreams,9.091312119749166,,False,9.563903207836479
raise-the-red-lantern,9.083256163605999,9.2,True,9.418114080595366
melancholia,9.079866891610187,9.5,True,9.04746670212795
happy-together,9.07570892415899,,False,8.77903677201811
the-passion-of-joan-of-arc,9.069864355937113,,False,9.43590106778096
a-woman-under-the-influence,9.057349526295699,9.8,True,9.005536087615438
chungking-express,9.01440790330809,,False,8.686901153581658
zama,9.001638840969674,9.5,True,8.51509355913493
the-girl-with-the-needle,8.988402653825052,9.0,True,9.521115781346115
extraordinary-stories,8.98293807891508,8.5,True,9.042991941309193
portrait-of-a-lady-on-fire,8.957701702871022,,False,9.147164280866212
rara,8.924215572333189,8.8,True,8.779142853648322
arrival,8.918774044349496,8.8,True,9.279648527371121
disobedience,8.904408340697882,8.5,True,8.637260741719503
the-worst-person-in-the-world,8.89638226500175,8.8,True,9.411402136944012
memories-of-murder,8.896311233595235,8.0,True,8.855686324409257
the-souvenir-part-ii,8.89083801497602,9.6,True,8.916589095727687
neon-genesis-evangelion,8.872877973582202,,False,8.509263536329753
viola,8.858908869023367,9.4,True,8.46490298593368
blade-runner,8.843733592347768,8.5,True,8.272062464693931
the-testament-of-ann-lee,8.827927678195914,8.6,True,8.301575473702357
burning,8.814081046911419,,False,8.24871373276183
do-not-expect-too-much-from-the-end-of-the-world,8.812861185116509,9.2,True,8.933621153853405
mommy,8.812055220810036,8.5,True,8.723200552126372
little-white-dove,8.80658783243695,8.5,True,8.803809981877626
anne-of-green-gables,8.79670563399398,9.8,True,7.827770809831743
killers-of-the-flower-moon,8.795889990472633,9.5,True,8.894640410361088
hal-harper,8.788514107719816,8.8,True,8.869632266074737
the-secret-agent,8.775616663649476,,False,8.496347909166587
her,8.752476788707508,8.2,True,8.343730590911294
kikis-delivery-service,8.751156763249956,8.5,True,8.603933340451183
the-fallout,8.750611381134823,8.8,True,9.120313191847865
winter-sleep,8.746811479357184,9.2,True,9.351072288954706
the-master,8.729958389067265,9.3,True,8.558887282699281
before-sunset,8.723790075731,8.5,True,7.854086204673831
perfect-blue,8.709349138802443,,False,8.39598883601427
a-beautiful-day-in-the-neighborhood,8.682406414194991,8.8,True,7.799555408838035
happy-go-lucky,8.669991604698485,9.0,True,8.680240988359055
a-place-further-than-the-universe,8.653015137973169,9.2,True,9.12187977491679
mulholland-drive,8.646739693728662,9.2,True,7.959230321491704
twin-peaks,8.640285036372074,,False,8.28227423586947
lady-bird,8.638337593798994,,False,9.209869143586717
the-power-of-the-dog,8.632636496631996,8.5,True,8.843241553666564
before-midnight,8.631658320003519,,False,8.462845905740508
let-the-right-one-in,8.624984975562649,,False,8.898428364917537
before-sunrise,8.60774139556879,,False,8.253048903277882
blue-is-the-warmest-color,8.598393449416168,8.0,True,7.827979444090455
gueros,8.591220923684457,8.5,True,8.64338542670314
phantom-thread,8.585049825654659,,False,8.20751684883973
crouching-tiger-hidden-dragon,8.5847133264657,9.5,True,8.587067415874172
requiem-for-a-dream,8.581151246956145,,False,8.188989293547039
the-celebration,8.577801805188408,8.5,True,8.265723935984253
princess-mononoke,8.550119648109176,,False,9.288245165029739
parasite,8.537463038955686,,False,9.02154441836763
eternal-sunshine-of-the-spotless-mind,8.53515626734738,,False,8.166317972617884
spencer,8.525072578312347,,False,8.349192856796982
coraline,8.523709914434836,8.8,True,7.907379965989913
monos,8.521206973428969,8.0,True,9.015449767489622
another-round,8.516304271971777,,False,8.816119162843432
night-of-the-living-dead,8.50883586539034,,False,8.9328298206694
aguirre-the-wrath-of-god,8.45680663035467,8.5,True,9.099431094835323
nosferatu,8.419219447055845,,False,8.220400558955008
inside-llewyn-davis,8.417320785000735,,False,8.205390858869611
sorry-baby,8.390937944552874,,False,9.155229503013631
barry-lyndon,8.384041721153057,6.5,True,8.228113175873192
halloween,8.37503527442076,,False,8.33974370343921
500-days-of-summer,8.350177493251286,,False,7.753355475642042
the-shining,8.349342709040938,,False,7.167359437166274
alien,8.343630228487202,,False,8.495977620859318
dawn-of-the-dead,8.32642620672506,,False,8.745671180971325
daisies,8.310180485807331,8.8,True,8.722957949765801
the-handmaiden,8.307021573030783,,False,7.934234336334404
rocky,8.286183731606718,9.2,True,8.156509499114192
ema,8.231798588922725,8.0,True,8.413283491197884
hamnet,8.224991288330205,,False,8.6633721764639
it-was-just-an-accident,8.218827436535388,,False,8.531571957198215
suspiria,8.21054920255215,,False,8.175596845879017
climax,8.20410822299298,,False,7.764381711090229
once-upon-a-time-in-hollywood,8.179910870309945,8.5,True,7.045044403509916
the-witch,8.168400996819646,,False,8.612683802437308
godzilla,8.168104451559277,,False,7.854736047599464
wristcutters-a-love-story,8.163251104606807,,False,8.56184236408394
primer,8.160699028948152,6.5,True,7.903430262609565
the-lighthouse,8.146267120520076,,False,7.410026715193812
flcl,8.129488269043497,,False,7.052266365135306
pulp-fiction,8.080780178566481,,False,7.51657171433466
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.07726536297512,8.5,True,8.704846415248499
poor-things,8.05856301505451,8.0,True,8.242841179682825
pride-prejudice,8.044457294702118,,False,8.185325414534873
amelie,8.00034473403358,4.5,True,8.514081066123447
cha-cha-real-smooth,7.9814250353413785,8.5,True,8.053782303462063
a-clockwork-orange,7.964698348959346,,False,8.479436450472582
triangle-of-sadness,7.957240226226558,7.0,True,7.996515932058242
jurassic-park,7.941049793375494,7.5,True,6.5214995226412515
the-royal-tenenbaums,7.939335770373556,6.8,True,7.722386748015708
bojack-horseman-christmas-special-sabrinas,7.936895605915239,,False,7.996539548811363
sinners,7.936653824587934,7.5,True,7.70723202808747
oldboy,7.921435612935105,7.5,True,7.8968546117659315
psycho,7.92135546641921,8.0,True,7.960789868713536
manhattan,7.870078752328552,5.0,True,7.773063911889537
mad-max-fury-road,7.813338779071827,8.5,True,7.774379314455867
the-nightmare-before-christmas,7.670146944339661,,False,6.787861279964057
fantastic-mr-fox,7.6667745776381935,,False,7.223435121406023
one-battle-after-another,7.664167542537054,,False,7.2269333027609175
la-la-land,7.640866462410067,5.5,True,7.242797296723937
but-im-a-cheerleader,7.5872488697868645,,False,6.9674174500850645
scott-pilgrim-vs-the-world,7.4785675954572275,,False,6.701938791522509
sentimental-value,7.395643436337844,,False,10.319244673486882
emma,7.3555612040808755,6.5,True,7.923589228102289
shaun-of-the-dead,7.311111159471772,,False,7.326440776653258
weapons,7.128859653195089,,False,8.524626852723195
beauty-and-the-beast,7.003149370258393,6.0,True,7.331813254064533
marty-supreme,6.891688920526774,5.5,True,7.006034001869111
