film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
the-secret-agent,8.29860173862084,,False,7.588505928867364
sinners,7.499999999999999,7.5,True,7.588505928867364
weapons,7.456003062932899,,False,7.588505928867364
it-was-just-an-accident,7.289633619565549,,False,7.588505928867364
one-battle-after-another,6.677807695790624,,False,7.588505928867364
sorry-baby,6.544325322461402,,False,7.588505928867364
train-dreams,6.160497553379801,,False,7.588505928867364
hamnet,5.720373485338714,,False,7.588505928867364
marty-supreme,5.500000000000001,5.5,True,7.588505928867364
sentimental-value,4.044093168969697,,False,7.588505928867364
