film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,10.302517541734298,,False,9.777524187092801
the-seventh-seal,10.178556190632861,,False,9.275350034704536
spring-summer-fall-winter-and-spring,10.171162213221681,9.0,True,9.30119713146757
the-novelists-film,10.059906772760215,9.5,True,9.584236778146765
cleo-from-5-to-7,10.038823105501823,9.7,True,9.70273341413012
all-we-imagine-as-light,10.025712858422931,10.0,True,9.741715111019039
secret-sunshine,9.948705645662882,9.6,True,9.573951167690662
the-green-ray,9.912184701556189,9.8,True,9.509166203022989
bicycle-thieves,9.87565551610415,9.8,True,9.322745889938346
shoplifters,9.750996598569696,9.8,True,9.634815735928784
woman-in-the-dunes,9.721864659090434,9.5,True,9.472550468460833
norte-the-end-of-history,9.672843636528963,9.6,True,9.061094509083981
the-headless-woman,9.664213479810659,9.5,True,9.69592818089254
riceboy-sleeps,9.645401823650657,9.7,True,9.322318890183961
the-fallout,9.623194220451886,8.8,True,8.806651234600455
the-souvenir-part-ii,9.5847601519158,9.6,True,9.256290782827849
tokyo-story,9.58221631785047,10.0,True,9.791346411912084
women-workers-leaving-the-factory,9.574801998170773,9.5,True,9.58138231131604
the-girl-with-the-needle,9.568858872331218,9.0,True,9.23227526109147
little-forest-summer-autumn,9.541410815745252,9.5,True,9.227870330327052
train-dreams,9.491394814395843,,False,9.445174347806242
vivre-sa-vie,9.464742255636127,9.5,True,9.433663705570623
india-song,9.429001525622963,9.5,True,9.425486312578887
under-the-skin,9.417617050704031,,False,9.505114353635692
winter-sleep,9.404574231454378,9.2,True,8.72887815961173
rara,9.370466505258545,8.8,True,8.946468493929366
love-life,9.361894452634283,9.3,True,9.478062035763537
the-bitter-tears-of-petra-von-kant,9.335321881693007,8.2,True,8.871503552154769
stalker,9.322707492109506,10.0,True,9.618766746941738
zama,9.320429151268973,9.5,True,8.973543527630264
the-tree-of-life,9.316006801088793,9.2,True,9.432824500707671
burning,9.284962118315688,,False,8.846878298712193
persona,9.261473113011116,9.5,True,9.522744339696414
4-months-3-weeks-and-2-days,9.182009898627468,9.5,True,9.357312411065813
paju,9.163089948852852,9.2,True,8.864066266113243
a-place-further-than-the-universe,9.157548506509505,9.2,True,8.92035560258699
happy-together,9.147585078646516,,False,9.216440763185144
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.142780302942803,8.8,True,9.373749148237408
anne-of-green-gables,9.125753217063593,9.8,True,9.082838468511769
ghost-in-the-shell,9.115223551285446,9.0,True,9.25419263982456
let-the-right-one-in,9.073566796489368,,False,8.750542197529638
monos,9.068668779325384,8.0,True,8.248822270084258
paterson,9.04115347128272,9.8,True,9.358778757681922
neon-genesis-evangelion-the-end-of-evangelion,9.031863142076832,9.8,True,9.18774568243375
memories-of-murder,9.0289962407578,8.0,True,8.773419072680545
princess-mononoke,9.026212086280879,,False,8.769374490387062
kikis-delivery-service,9.015889885771067,8.5,True,8.772045544500077
werckmeister-harmonies,9.002432668376475,10.0,True,9.41650585669764
arrival,8.995991732495687,8.8,True,8.78113206997436
ran,8.995501139103162,9.0,True,8.97185029351835
certain-women,8.991886099719725,10.0,True,9.576504157639485
before-sunset,8.978125825293091,8.5,True,8.827890020256872
neon-genesis-evangelion,8.968781298424368,,False,9.055429731930754
columbus,8.940859899560863,9.8,True,9.396132875859491
before-midnight,8.920927665177778,,False,8.634231971596645
wristcutters-a-love-story,8.902890198641458,,False,8.279814826134082
another-round,8.889291868935954,,False,8.602210177972028
disobedience,8.88557354026485,8.5,True,8.779098021596893
close-up,8.878912170969507,9.5,True,9.619998990408142
requiem-for-a-dream,8.860982149089415,,False,8.003227370487194
close-your-eyes,8.83518768743221,9.5,True,9.646177936699008
the-worst-person-in-the-world,8.815698924426297,8.8,True,8.889140692424983
seven-samurai,8.806850482586722,,False,8.729926415078083
portrait-of-a-lady-on-fire,8.79776930227236,,False,9.034737672768449
the-testament-of-ann-lee,8.78645856395615,8.6,True,8.886514121536306
melancholia,8.786318763744255,9.5,True,9.430304514080541
raise-the-red-lantern,8.783958021380549,9.2,True,9.114287261459733
fallen-leaves,8.782208013432024,9.5,True,9.342216379197376
lady-bird,8.743422351119255,,False,8.9034854704647
extraordinary-stories,8.711714125325924,8.5,True,8.9921905738257
do-not-expect-too-much-from-the-end-of-the-world,8.687253988316417,9.2,True,8.788545569267459
the-master,8.68049652737474,9.3,True,8.78419019181926
night-of-the-living-dead,8.676102698440006,,False,8.597128064600977
viola,8.67454437746112,9.4,True,9.208902975922602
mulholland-drive,8.666202833699636,9.2,True,8.773869227349103
pacifiction,8.665786997277513,9.0,True,9.028821102313945
the-witch,8.662205471463565,,False,8.453816436145798
the-passion-of-joan-of-arc,8.640441615029298,,False,9.367401956943036
personal-shopper,8.62845911034931,9.0,True,9.38725221900704
aguirre-the-wrath-of-god,8.627909547151955,8.5,True,8.533113290328478
the-disciple,8.624028773476503,8.8,True,9.222750213327366
bojack-horseman-christmas-special-sabrinas,8.598242955266162,,False,8.14267521910903
the-secret-agent,8.582608875435975,,False,8.777564844177382
blade-runner,8.566366356614695,8.5,True,8.858007942528845
sentimental-value,8.564967907856714,,False,9.334133405732912
parasite,8.559263091495042,,False,8.072146233170058
blue-is-the-warmest-color,8.54467925160737,8.0,True,8.442674506566352
a-clockwork-orange,8.531214769601936,,False,8.137786803295803
2046,8.524215356418507,,False,9.37316340262672
suspiria,8.502386913935533,,False,8.701936003393651
chungking-express,8.501273544313703,,False,9.135295825326914
happy-go-lucky,8.498597859358417,9.0,True,8.95084931234637
perfect-blue,8.486525577952348,,False,8.58741629879343
hal-harper,8.485367648403628,8.8,True,8.739099929727297
the-royal-tenenbaums,8.47863456844615,6.8,True,7.937385000294298
little-white-dove,8.455655561274511,8.5,True,8.734773230719187
killers-of-the-flower-moon,8.453759510277287,9.5,True,9.012851363276063
daisies,8.44512728446117,8.8,True,8.23726906155643
a-woman-under-the-influence,8.444212899820972,9.8,True,8.963551017970557
gueros,8.41743850393195,8.5,True,8.685979991455092
before-sunrise,8.409067685389292,,False,8.574785701756358
the-power-of-the-dog,8.394861690867254,8.5,True,8.68489086584599
inside-llewyn-davis,8.378668744368534,,False,8.21312442821545
twin-peaks,8.377589453469692,,False,8.85004583056237
the-celebration,8.331034539473308,8.5,True,8.307818414298893
mississippi-masala,8.314348107603355,9.0,True,8.744776342924373
ema,8.30784751086212,8.0,True,8.018099601275415
spencer,8.296622635157856,,False,8.84275266373931
mommy,8.286743281874902,8.5,True,8.645275543957432
oldboy,8.233331220680572,7.5,True,7.545378023109228
barry-lyndon,8.229475996275708,6.5,True,8.166493987128923
crouching-tiger-hidden-dragon,8.223935102792225,9.5,True,8.905652968260735
hamnet,8.207518918582153,,False,8.61783501559644
