film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_reglas,nota_gemini,nota_modelo_entrenamiento,nota_modelo_cv,error_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,38,False,0.3394448855077452,0.4664898042953099,0.2004735021162181,0.2693307166155477,0.5005727261707872,0.09939595115912137,0.4456009450312124,0.23477163052529643,0.2324770423997278,0.44590390724274426,0.4444380232290699,0.6125728308765764,6.707893465387262,3.932721980886347,5.623763401320205,6.541237002859911,6.553551182468199,0.3877733516691313,4.290384588342274,3.889530781807044,2.055402829158791,4.074286033519304,0.23387004609445514,0.4383241466842883,0.0,0.0030590520996715137,0.31716723389328405,7.580694866301018,,,,,,,7.225828311803027
sinners,704,True,0.3592687453547729,0.5027735065471164,0.2905898353367179,0.4110004309447432,0.49715389642940716,0.12965965248570144,0.4783231478895986,0.27157859756859887,0.3221696130604206,0.5674180946204036,0.5262340598426535,0.5987194907974511,6.818398519911873,5.414882612909411,5.70940819046073,6.634577696897498,6.9777563186012594,0.3454472283301741,2.6101927334206194,4.196396126067523,2.366117256999301,2.958332181811852,0.19882311557386792,0.4056979676698517,0.0,0.007722558968792071,0.12734432042998456,7.944969949161367,7.5,7.719146789208418,7.979183954283242,0.4791839542832417,7.756576165407343,0.25657616540734285,7.719146789208418
marty-supreme,30,True,0.30601818049772816,0.5311482516092839,0.2153285384734715,0.2301632807046481,0.48465627627802355,0.08678854381981548,0.40050375067113597,0.28669081830391435,0.21998128502152056,0.43817060259842366,0.4968923889797577,0.6219138144155414,5.856227715296039,3.805445454114179,5.957215271106428,6.2277158531192,6.8037933554196846,0.5766198072904665,5.571715980242485,3.1857033886216817,0.9010716425214589,5.068437916752911,0.24435419053888835,0.42384834180267106,0.0,0.0032202218244169016,0.46227411274885566,7.232922372116736,5.5,7.005906489467131,7.720142941982335,2.220142941982335,7.985528993383843,2.485528993383843,7.005906489467131
it-was-just-an-accident,30,False,0.3768729301196264,0.5549987391903386,0.35353510137877103,0.38895159857082334,0.6133763441393852,0.23933858940643396,0.5785337065467699,0.3931532073209111,0.33517562351573427,0.5105733729809462,0.4548430221137932,0.6696833078194498,7.246130646436568,7.846938125796873,6.645895471842183,8.98254277267241,8.023731488038251,0.3641981620670829,3.6807409278058136,1.2151951229516715,0.0,2.2591459573713375,0.2723074264455,0.4426677031978169,0.0,0.010208578177739102,0.10919426626229596,8.818452201435617,,,,,,,8.531956995894927
sentimental-value,36,False,0.36030702664483416,0.4665098084714005,0.3914177538512902,0.34893025835968516,0.5021210504105957,0.2604166314919216,0.5320837811324794,0.5263227158578735,0.3812930838978229,0.4853999654320717,0.5223028195537378,0.5531393203136048,8.608169244138043,8.885651148274132,10.0,8.05654504177172,6.599659051220753,0.051518273638718665,1.2185493596077577,2.9003951050261,1.696242736132626,0.8061744193286151,0.0,0.22136005060800948,0.0,0.0034116546901012644,0.0,9.361994303617942,,,,,,,10.320421336914148
the-secret-agent,34,False,0.3305068332346218,0.5117363627226285,0.289980262456138,0.4304378537419905,0.5490370685327336,0.16762502793013906,0.5688788041182059,0.26284628341495114,0.26084506888449865,0.6008187964294668,0.5162278229072013,0.6607755754315318,6.650710326314182,8.912826251267061,6.185142805880808,7.547459991435326,8.756705041576911,0.31566985844900347,2.321204490384216,2.1438660074876714,1.3271278052440936,0.6912094596497496,0.19417672056596563,0.28934183200698915,0.0,0.007445502550101493,0.01135970094081585,8.967529345647762,,,,,,,8.496022629089145
weapons,28,False,0.321313129085518,0.5568702184102435,0.2754053125785869,0.4075272453119291,0.5850476450380193,0.17589875369176092,0.5690862567646445,0.3288920773685289,0.3366576864922646,0.5739686074757765,0.4825940939640733,0.6726578253639215,6.396567829584102,3.329318241427062,4.522065191567201,4.655044542488165,8.745634280843124,0.45500840185474334,5.332641222321068,4.566345129569944,2.042172644798858,4.444353632468207,0.24049169024527728,0.4089103674644456,0.0,0.0,0.1884312540662703,7.2060724366426845,,,,,,,8.524705183222936
train-dreams,40,False,0.2615967259820766,0.4789997697444968,0.3367833083795153,0.3895880157317668,0.5271047833142805,0.14693039230233737,0.5914879010527119,0.4105145816728343,0.3939256923365357,0.6085214286533569,0.5186069499404625,0.6381849895925698,6.394261800888433,9.413994362107848,7.895701960204665,7.596340466496808,8.42873744000879,0.40646653537867716,2.5194044408007574,3.368393606500054,2.55833049815793,0.8056513265204536,0.1697684476952072,0.32421142446501594,0.0,0.0,0.0,9.163344730502587,,,,,,,9.563848019742446
hamnet,28,False,0.34434267538632757,0.5478746378150156,0.3281451582322836,0.40012996663973477,0.5353290558622689,0.2124678275473752,0.5250869107439871,0.3716337004461953,0.3108644964804032,0.5212231817825769,0.48348234007467616,0.5948179190650894,8.099666530354215,4.5191421071477444,7.899923226097822,6.106981090462037,6.644139941167653,0.17900232276820735,2.7852502977537146,4.292171778300268,1.88227169783213,3.444849404219116,0.09196308292628702,0.37602341192804084,0.0,0.0037637584471955183,0.14441464903599247,8.197452470745148,,,,,,,8.663587760651446
sorry-baby,26,False,0.3485155583273236,0.4960330812664215,0.34949266235597265,0.2798135060253655,0.5674877980537982,0.1900138312225481,0.5565454247417221,0.35677507133325326,0.3291238808394549,0.5045420751239832,0.45481701186142054,0.608461220410818,8.195728948778076,5.3453010350800545,7.0577753856329215,7.286668086038404,7.159758173785075,0.30171087362234933,4.391451107094861,2.5928813025830655,1.2584655283736996,3.688225824500243,0.11163734194364475,0.35252429614208586,0.0,0.0,0.14774358345928723,8.211040965063964,,,,,,,9.154713545144334
