film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,12.263734949820561,,False,9.56672296269691
sentimental-value,10.319244673486882,,False,9.354947469830638
4-months-3-weeks-and-2-days,10.009100382811114,9.5,True,8.961992279044622
women-workers-leaving-the-factory,9.967868695945308,9.5,True,9.656836921798863
the-seventh-seal,9.957063157699803,,False,9.33270513176801
tokyo-story,9.897290151282107,10.0,True,9.579074331288787
cleo-from-5-to-7,9.81765831812527,9.7,True,9.699268004655652
secret-sunshine,9.809249298773109,9.6,True,9.569781591762185
woman-in-the-dunes,9.783247923078743,9.5,True,9.536404700099602
stalker,9.77725839672597,10.0,True,9.478827903415382
bicycle-thieves,9.776690056723101,9.8,True,9.180961093065497
the-green-ray,9.740768314774625,9.8,True,9.583491233449749
all-we-imagine-as-light,9.705369763025091,10.0,True,9.576048486149759
columbus,9.701637790268713,9.8,True,9.17619569875976
certain-women,9.649269224908073,10.0,True,9.585889559550747
ghost-in-the-shell,9.633536252869785,9.0,True,9.207851275382334
persona,9.624166481143975,9.5,True,9.405672097063537
norte-the-end-of-history,9.583628855127705,9.6,True,8.915142804894126
spring-summer-fall-winter-and-spring,9.569278042123226,9.0,True,9.480382583758901
train-dreams,9.563903207836479,,False,9.17560416821083
shoplifters,9.54953209613769,9.8,True,9.499710985831673
india-song,9.538506484332398,9.5,True,9.362532215867601
the-girl-with-the-needle,9.521115781346115,9.0,True,9.09570860248853
the-passion-of-joan-of-arc,9.43590106778096,,False,9.058833920693754
raise-the-red-lantern,9.418114080595366,9.2,True,9.092755857862759
the-worst-person-in-the-world,9.411402136944012,8.8,True,8.952494635583223
little-forest-summer-autumn,9.390642866204104,9.5,True,9.143355112170603
winter-sleep,9.351072288954706,9.2,True,9.146382917599405
the-headless-woman,9.336282501560927,9.5,True,9.609730564671088
princess-mononoke,9.288245165029739,,False,8.51016869146241
arrival,9.279648527371121,8.8,True,8.937543682270016
the-tree-of-life,9.27291689933336,9.2,True,9.427911507125035
love-life,9.263894294301828,9.3,True,9.565816454864239
seven-samurai,9.263719394132664,,False,9.157280788847574
fallen-leaves,9.22998679781379,9.5,True,9.293284942976666
lady-bird,9.209869143586717,,False,8.5768848678642
vivre-sa-vie,9.16220462186336,9.5,True,9.416688947397425
close-up,9.15544228555669,9.5,True,9.417552564141525
sorry-baby,9.155229503013631,,False,8.204692562858027
under-the-skin,9.153242361317483,,False,9.207094093083255
portrait-of-a-lady-on-fire,9.147164280866212,,False,8.970521809532183
neon-genesis-evangelion-the-end-of-evangelion,9.133884448433086,9.8,True,9.196125309647057
a-place-further-than-the-universe,9.12187977491679,9.2,True,8.659571451216394
the-fallout,9.120313191847865,8.8,True,8.784540328222107
aguirre-the-wrath-of-god,9.099431094835323,8.5,True,8.143586426144726
paterson,9.05057677772617,9.8,True,9.259507651250315
melancholia,9.04746670212795,9.5,True,9.02036771796339
