film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,10.301854369243097,,False,9.811688485549201
the-seventh-seal,10.174787068776958,,False,9.290635375393425
spring-summer-fall-winter-and-spring,10.172059116038298,9.0,True,9.339358349611683
the-novelists-film,10.06040319010464,9.5,True,9.62123918649785
cleo-from-5-to-7,10.038427505878037,9.7,True,9.725328860860568
all-we-imagine-as-light,10.026251516402212,10.0,True,9.747243395386748
secret-sunshine,9.94987061935594,9.6,True,9.55129679755147
the-green-ray,9.912569478785182,9.8,True,9.55004225867635
bicycle-thieves,9.876573024323527,9.8,True,9.323075522619478
shoplifters,9.754289806227302,9.8,True,9.622334083723077
woman-in-the-dunes,9.72137384943849,9.5,True,9.488684785607212
norte-the-end-of-history,9.673843676503985,9.6,True,8.991664159587373
the-headless-woman,9.66506449799589,9.5,True,9.669068915378144
riceboy-sleeps,9.645903927659651,9.7,True,9.312736638629183
the-fallout,9.618936531279168,8.8,True,8.797361682632763
the-souvenir-part-ii,9.584000457655318,9.6,True,9.316789109086594
tokyo-story,9.58200782201655,10.0,True,9.822653939294439
women-workers-leaving-the-factory,9.574494777833293,9.5,True,9.57057769133792
the-girl-with-the-needle,9.569775607668019,9.0,True,9.189820228451161
little-forest-summer-autumn,9.542640332434022,9.5,True,9.272804460872026
train-dreams,9.490695554410056,,False,9.453954408236958
vivre-sa-vie,9.466754485152073,9.5,True,9.426274209674538
india-song,9.426025360998503,9.5,True,9.43338908827204
under-the-skin,9.419446892461167,,False,9.500490808498064
winter-sleep,9.405526705711814,9.2,True,8.707082096025195
rara,9.371945088449559,8.8,True,8.917030033703474
love-life,9.359975183933047,9.3,True,9.503345935787562
the-bitter-tears-of-petra-von-kant,9.333726914600135,8.2,True,8.639191690638283
stalker,9.321432993517897,10.0,True,9.677856071097578
zama,9.318469470791577,9.5,True,8.917147249874091
the-tree-of-life,9.31436942339666,9.2,True,9.426650951881214
burning,9.282924125520584,,False,8.834441383428647
persona,9.261983069547911,9.5,True,9.517834372900769
4-months-3-weeks-and-2-days,9.181931646704454,9.5,True,9.240308600525074
paju,9.161244267845206,9.2,True,8.849975559358011
a-place-further-than-the-universe,9.15695304426036,9.2,True,8.946552208686622
happy-together,9.14666975422894,,False,9.248094362765256
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,9.144482092925722,8.8,True,9.410523544068518
anne-of-green-gables,9.123974421881103,9.8,True,9.134273187928638
