film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,12.264060219124397,,False,9.575608580792386
sentimental-value,10.320421336914148,,False,9.361994303617942
4-months-3-weeks-and-2-days,10.009493353161425,9.5,True,8.818146369187076
women-workers-leaving-the-factory,9.967957313265781,9.5,True,9.654470257440739
the-seventh-seal,9.95663349083336,,False,9.334806819122859
tokyo-story,9.897546095881253,10.0,True,9.588462298626792
cleo-from-5-to-7,9.81762474031651,9.7,True,9.716981069586641
secret-sunshine,9.80934892048392,9.6,True,9.535613789103907
woman-in-the-dunes,9.783310442755724,9.5,True,9.564800923434461
stalker,9.777184148860224,10.0,True,9.51690718842438
bicycle-thieves,9.776483354929999,9.8,True,9.150732917420159
the-green-ray,9.740941893270273,9.8,True,9.601530547154274
all-we-imagine-as-light,9.705486533385997,10.0,True,9.586177199017317
columbus,9.701896817260847,9.8,True,9.234158260560127
certain-women,9.650229808590874,10.0,True,9.578178613646315
ghost-in-the-shell,9.632730959220371,9.0,True,9.217626341059649
persona,9.624495906417094,9.5,True,9.394124857285792
norte-the-end-of-history,9.583687329978263,9.6,True,8.786707457014407
spring-summer-fall-winter-and-spring,9.56907443862134,9.0,True,9.505598175408615
train-dreams,9.563848019742446,,False,9.163344730502587
shoplifters,9.549930475725777,9.8,True,9.465296758922646
india-song,9.53833087708912,9.5,True,9.347311507497443
the-girl-with-the-needle,9.521288320827944,9.0,True,9.02868982646456
the-passion-of-joan-of-arc,9.435778582412986,,False,8.959173582222764
raise-the-red-lantern,9.41803865923195,9.2,True,9.012221701206661
the-worst-person-in-the-world,9.411673154302145,8.8,True,8.94300430575436
little-forest-summer-autumn,9.390610199571164,9.5,True,9.151784425266113
winter-sleep,9.351541480079383,9.2,True,9.119227719493397
the-headless-woman,9.336040615865402,9.5,True,9.544505088898962
princess-mononoke,9.288059079403098,,False,8.504762980208262
arrival,9.279185688181077,8.8,True,8.922467401064806
the-tree-of-life,9.272932926072494,9.2,True,9.40861824507115
seven-samurai,9.263956129330266,,False,9.15818457128032
love-life,9.263901316783695,9.3,True,9.566448432435804
fallen-leaves,9.230429146211137,9.5,True,9.311644874427646
lady-bird,9.209764859738156,,False,8.563902690882541
vivre-sa-vie,9.161964663885094,9.5,True,9.39460725967125
close-up,9.155358871300653,9.5,True,9.381796605533095
sorry-baby,9.154713545144334,,False,8.211040965063964
under-the-skin,9.152844105780098,,False,9.186160633611225
portrait-of-a-lady-on-fire,9.146626323569077,,False,8.902412585024287
neon-genesis-evangelion-the-end-of-evangelion,9.134053721034608,9.8,True,9.198802989761862
a-place-further-than-the-universe,9.122120667745834,9.2,True,8.680909430690319
the-fallout,9.1198127147527,8.8,True,8.757803756856175
aguirre-the-wrath-of-god,9.098874764291583,8.5,True,8.078150271699874
paterson,9.050504629046284,9.8,True,9.323572213121189
melancholia,9.047416883805012,9.5,True,8.98943482092339
extraordinary-stories,9.043506752349355,8.5,True,9.10085408307929
ran,9.040896003223098,9.0,True,9.16506404529434
parasite,9.020650146116449,,False,8.484681884722479
monos,9.015059956144627,8.0,True,8.510967961122933
a-woman-under-the-influence,9.00601481044742,9.8,True,8.686273241752257
pacifiction,8.990111159900657,9.0,True,9.176264839346844
in-the-mood-for-love,8.968160270224525,9.5,True,9.354211078160501
mississippi-masala,8.948119045221246,9.0,True,9.094956957373252
do-not-expect-too-much-from-the-end-of-the-world,8.933655815878863,9.2,True,8.749978187458295
night-of-the-living-dead,8.932194846110512,,False,8.482285732189439
the-souvenir-part-ii,8.916196884276879,9.6,True,8.89559443230416
let-the-right-one-in,8.898094342686194,,False,8.589136165918845
killers-of-the-flower-moon,8.89450255925748,9.5,True,8.47841976306252
riceboy-sleeps,8.870086171128714,9.7,True,9.198362297726469
hal-harper,8.869815973364851,8.8,True,8.802150185922624
memories-of-murder,8.855938752682752,8.0,True,8.83626657521351
the-power-of-the-dog,8.842893878228324,8.5,True,8.412419045244476
personal-shopper,8.831447121494431,9.0,True,9.303102165870179
another-round,8.815100591198071,,False,8.424141370661122
little-white-dove,8.803106131666388,8.5,True,8.775453866116205
happy-together,8.779060680957365,,False,9.119999321180181
rara,8.778637360482858,8.8,True,8.86213961451718
2046,8.777908547307444,,False,9.466832590281474
werckmeister-harmonies,8.762141952820517,10.0,True,9.178373227365451
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,8.750049039687177,8.8,True,9.1711135609357
dawn-of-the-dead,8.745412645083322,,False,8.334566884488357
mommy,8.723168215492903,8.5,True,8.748020028801971
daisies,8.722862419375906,8.8,True,8.321769492141906
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.70504534715109,8.5,True,8.097756063647973
chungking-express,8.686401641852726,,False,9.094354590874579
happy-go-lucky,8.680739789214869,9.0,True,8.622471179646622
hamnet,8.663587760651446,,False,8.197452470745148
gueros,8.642619745151512,8.5,True,8.561139515516508
disobedience,8.637298969415687,8.5,True,8.85742483452147
the-witch,8.61200585657908,,False,8.051337763620422
kikis-delivery-service,8.604538954487447,8.5,True,8.767428862248545
crouching-tiger-hidden-dragon,8.58665178072713,9.5,True,8.56871925224016
wristcutters-a-love-story,8.56126361544347,,False,8.075185070501753
the-master,8.558306882143826,9.3,True,8.433117103661315
it-was-just-an-accident,8.531956995894927,,False,8.818452201435617
weapons,8.524705183222936,,False,7.2060724366426845
