film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_reglas,nota_gemini,nota_modelo_entrenamiento,nota_modelo_cv,error_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,19,False,0.3394449032595861,0.4664898149336788,0.20047353563631162,0.2693306470907305,0.5005726680823727,0.09939594947200844,0.4456008658087205,0.23477154658533883,0.23247700996372786,0.44590386565087364,0.4444379621286183,0.6125727690039686,6.707505452282081,3.931190687374894,5.623410569582647,6.539578697442717,6.554387190872495,0.3878218788098277,4.290853972740161,3.8909540541876537,2.0571798954825944,4.074448197806596,0.2338712977416061,0.4383412619691841,0.0,0.003060386673373888,0.31714599417819944,7.549968399891464,,,,,,,7.2269333027609175
sinners,686,True,0.35905880480658414,0.5019058626982872,0.29070393111582615,0.4099971034421674,0.4960809955286931,0.1292953760063294,0.477019287454309,0.2711050013353044,0.3215862081850829,0.5657332618467946,0.5249380238719037,0.5967675208936862,6.8244256938541685,5.426555450169484,5.712886548147001,6.641356545097764,6.969469960264266,0.3448302071264214,2.6107634074533617,4.1803944160756545,2.350194859828199,2.9514267005735837,0.19907552745858048,0.40532504531421565,0.0,0.007753677810980156,0.12750448032552045,7.920170330592807,7.5,7.70723202808747,7.965557526769694,0.4655575267696941,7.6839299090222815,0.18392990902228146,7.70723202808747
marty-supreme,15,True,0.3060182016777161,0.5311482645697093,0.21532856173268383,0.23016320321887107,0.48465620430906825,0.0867885344785623,0.40050370047605344,0.28669072864112005,0.21998128276276002,0.43817050722216455,0.49689232485496954,0.6219137606347191,5.856207055882991,3.8052643133344626,5.957205770829978,6.227483398481721,6.803992655898977,0.5766031152271083,5.571534821379472,3.1860813118011087,0.9014858392565762,5.068466598466495,0.2443434450594136,0.423830901074603,0.0,0.0032212230251448416,0.46224723057456335,7.205860804129123,5.5,7.0060340018691125,7.720647637434437,2.2206476374344373,7.930149890377709,2.4301498903777086,7.006034001869111
it-was-just-an-accident,15,False,0.3768729849219678,0.5549987706013533,0.35353515804128244,0.3889515782890917,0.613376313492275,0.23933854611054634,0.5785336931397611,0.3931531368931346,0.3351756131568975,0.5105733427661445,0.45484301336246397,0.6696833015713134,7.245743228304488,7.84525303425634,6.645396552817168,8.980259868491874,8.025038123259494,0.36426930955354986,3.6830336091163787,1.2164729244919594,0.0,2.2586603730970456,0.27236371257147796,0.44286659723234406,0.0,0.010208036306788439,0.10928277717499088,8.864187435494353,,,,,,,8.531571957198215
sentimental-value,18,False,0.3603070974879583,0.46650981267666447,0.391417868836104,0.3489302490683121,0.5021210150570381,0.2604166039045295,0.5320837882035206,0.5263226367814148,0.3812931016749277,0.4853998867769542,0.522302818894777,0.5531393649388472,8.608108821071145,8.886376863997878,10.0,8.058330079756852,6.598948500736995,0.05147389045858286,1.2162220888589383,2.9001878383798942,1.6944303900607456,0.8072328991043627,0.0,0.22119214099236756,0.0,0.0034110157516844923,0.0,9.354947469830638,,,,,,,10.319244673486882
the-secret-agent,17,False,0.33050690725239806,0.5117364060238112,0.2899802613896218,0.4304377923428292,0.5490370133232614,0.16762503302811121,0.5688788052137135,0.26284620651013824,0.2608451159798946,0.6008187448001143,0.5162277689110322,0.6607755726062922,6.6506041688262165,8.913590640175908,6.18517239310194,7.548244417381858,8.756381897085639,0.31568571617740265,2.320606899681788,2.14385516549969,1.3265453437976693,0.6913646180121003,0.19417182334213962,0.28932971429979726,0.0,0.007445321808793988,0.01132672632885335,8.955792323444776,,,,,,,8.496347909166587
weapons,14,False,0.3213131769375087,0.5568701623998105,0.27540534426899144,0.40752717804083244,0.5850476074049473,0.175898727326773,0.5690862393499774,0.32889199430756755,0.33665771674839656,0.5739685635446832,0.482594023806821,0.6726578371481176,6.3960647064100336,3.32513946394908,4.521222807660251,4.649550718254862,8.748353155253179,0.45518123404690386,5.338779545388911,4.5685952058606265,2.0482834897066104,4.443358618696074,0.2405864477124662,0.4093815545841061,0.0,0.0,0.18864537405343623,7.179100005299206,,,,,,,8.524626852723195
train-dreams,20,False,0.26159683067739303,0.4789997658403084,0.3367833667018109,0.3895879873297513,0.527104754015409,0.14693037647288792,0.5914878910374661,0.41051450032696646,0.39392575386006545,0.6085213772592097,0.5186068986941335,0.6381850182791757,6.394139539493845,9.412691433811837,7.895466785730054,7.594840871723782,8.429308972707698,0.4064710017172425,2.5205351808151577,3.369134048962144,2.5595944086877185,0.8056975992134939,0.16975783551158471,0.3242424129680875,0.0,0.0,0.0,9.17560416821083,,,,,,,9.563903207836479
hamnet,14,False,0.34434267550880066,0.5478746655858832,0.3281451986586822,0.40012992309189027,0.5353290007274574,0.2124678263414756,0.5250868608840346,0.37163361852072835,0.3108645592378646,0.5212231252068393,0.48348231088812266,0.5948179699414275,8.099161919542473,4.516717653187623,7.899268262470055,6.1029595634091365,6.646070051400885,0.17913075072668277,2.7903764167570513,4.293177380024618,1.8863612765908622,3.44383259424142,0.09203108800982791,0.3763456102232024,0.0,0.003762081961391164,0.1445993953842042,8.123534150579585,,,,,,,8.6633721764639
sorry-baby,13,False,0.348515619037129,0.49603302086783924,0.34949271629741635,0.27981344051840523,0.5674877351839038,0.19001378680042558,0.5565454267173013,0.35677495964218053,0.3291239004255687,0.504541980073002,0.45481696527480303,0.6084612107938605,8.195513781020269,5.344779588533038,7.057618419387318,7.286028083261798,7.1603107094915925,0.30174557515734307,4.392341695378796,2.5933224941032265,1.2593598662563492,3.6881930465313824,0.11165348411060658,0.35260627537267253,0.0,0.0,0.14777490038845334,8.204692562858027,,,,,,,9.155229503013631
2046,897,False,0.3074001965601841,0.4850287325683411,0.31395707586109844,0.4111645691602441,0.47457080918707295,0.1995071146290914,0.5231101800874903,0.3298212654792935,0.2974554729034191,0.5440653859075006,0.610182889128198,0.6181182056260524,7.736674670954498,10.0,8.847436856967157,8.517040959067263,7.211930591014089,0.18165075256414454,0.5021198030281371,1.4325455151582738,1.1433250208269239,0.0,0.12369357433512179,0.09433672285679451,0.0,0.018518232682661163,0.0,9.417855358176633,,,,,,,8.778226572611935
4-months-3-weeks-and-2-days,706,True,0.4119189504302425,0.5776059692410966,0.2652107558973589,0.3905649334478848,0.5255527990309805,0.31312658346475236,0.6056756237184958,0.38321551601774706,0.3945064083011057,0.5616879352841975,0.5798390156530406,0.6518707150129581,8.499070365500618,7.7482283151922875,7.192174970159998,9.71697447887768,8.279567779914514,0.22784852385796847,5.172957109618505,0.4991519798750985,0.03011113656652542,2.0666527560089882,0.22248850713351145,0.467115490478786,0.0,0.011010542420951622,0.11136771524612518,8.961992279044622,9.5,10.009100382811114,10.441568157353343,0.941568157353343,9.201848029122743,-0.29815197087725664,10.009100382811114
500-days-of-summer,530,False,0.34321898367380216,0.4604115945276728,0.2234566908864828,0.2932468774440906,0.43788731216813104,0.14425718193699605,0.40145539815851095,0.315197267738604,0.2760576136519198,0.4529573290463241,0.59744618701013,0.5852794415503022,7.539957257863049,6.949067251157658,8.304147769622412,6.307416312118286,5.547093549838234,0.32009196254997185,2.706243779832837,3.1680081310129817,1.9048837153119182,1.4877155661129082,0.10253610732720173,0.23999576791064953,0.0,0.0015727688210003653,0.11195783464246131,8.32079511546034,,,,,,,7.753355475642042
a-beautiful-day-in-the-neighborhood,665,True,0.30599728651582553,0.49786452542900667,0.23477482472584815,0.26345251630447963,0.4030458661608362,0.11109041025947188,0.3796077796871785,0.4002844509980813,0.3035344367859176,0.42778419739330803,0.5260163699125378,0.5949175590379232,6.496834675341363,7.590062578657547,9.097448167416445,7.905948823281445,5.701441098888509,0.4753124985499683,3.931148811339507,3.895518080034356,1.9441302291738123,1.0228672845006028,0.1517796784925979,0.6532544661886508,0.0,0.0014888659955524814,0.031221132642003754,8.632551172516475,8.8,7.799555408838035,5.789321302361868,-3.0106786976381326,8.227548868826817,-0.5724511311731835,7.799555408838035
a-clockwork-orange,935,False,0.3530618083053902,0.6125729710897145,0.309862593090487,0.3733147584680879,0.5377272799437216,0.1664829260888623,0.530505814817992,0.3442559146524691,0.3743096153380419,0.5802653311410613,0.5381627048111758,0.7088625323836935,6.0982735691874765,7.431053609055978,5.209078027329794,6.803001128128412,8.406846213621503,0.4975693437474146,6.067552681744262,3.1188579277335022,2.5430535475375837,1.7155240091238757,0.23850395853381562,0.5554551541129279,0.0,0.0055335349013862015,0.057922574985193286,7.9109171067679345,,,,,,,8.479436450472582
a-place-further-than-the-universe,355,True,0.32277434752710266,0.4402102039542159,0.3335822712410377,0.46882096882620655,0.508586353174197,0.2400703501206471,0.4815702855572538,0.34171134313965357,0.32115159434329105,0.4713601758033496,0.41326140380001114,0.5424307946680995,9.507269818336436,6.829468075368098,8.811100572366682,7.004491382858,5.6482127424340165,0.0,0.47285365260556755,2.5234236420686873,1.2780313979077231,1.968545081138148,0.0037556772402249083,0.14865907784985752,0.0,0.0035593440464084802,0.13108740930129087,8.659571451216394,9.2,9.12187977491679,8.933699625307238,-0.26630037469276147,8.152889081464103,-1.0471109185358962,9.12187977491679
a-woman-under-the-influence,826,True,0.4347150440355011,0.6073582382777242,0.29355660713721893,0.3639812040854711,0.5476879623112867,0.33854019976077854,0.5146467397408765,0.4038738262247572,0.39897833001084115,0.5220281987498272,0.5893271742689496,0.6950567132903177,8.934755265782409,7.745634335587445,7.993382759281104,8.568888871446324,7.529039461809854,0.4479166325995432,5.620898192692861,1.4572119173517453,0.8756099375879514,1.78284811446331,0.15969787511034506,0.5624882838861243,0.0,0.018386091664311995,0.07732213404166544,8.794587268524058,9.8,9.005536087615438,8.827910166761017,-0.972089833238984,8.82141938841164,-0.9785806115883613,9.005536087615438
aguirre-the-wrath-of-god,892,True,0.34899806524224075,0.5566632526644124,0.25208438786125903,0.47276839708336316,0.5334944766925201,0.18856713196177727,0.5367376065787534,0.2878823907382142,0.36624969128250395,0.5950660857441564,0.4853397394987032,0.6600257274570713,6.006910482739939,7.720933743063536,4.257233824859554,7.389389132864004,9.372530480818163,0.4287768813536509,5.965380687084513,2.1657789290390115,1.0863981997618488,1.8539638052939504,0.3352984216661864,0.6279296084215931,0.0,0.012352880961874018,0.09718573915763935,8.143586426144726,8.5,9.099431094835323,9.444347937046832,0.9443479370468317,8.313547346024004,-0.18645265397599609,9.099431094835323
alien,765,False,0.31892016660760675,0.47338205694915203,0.2599682812365186,0.4247945297889306,0.4790055798988826,0.16654201287047266,0.5035156099379494,0.26279676569382066,0.2919627634500529,0.518808596712015,0.5019016012878217,0.6011502286129962,7.262888790671002,6.1785989944220185,6.249753658036195,5.952965412205044,8.168521888101886,0.25272286104111796,2.662159537885688,4.255300282792312,3.300585363217584,1.9631276863706095,0.1758801917364765,0.3556271613330936,0.0,0.0031522674078929324,0.17497505271750244,8.342118640096889,,,,,,,8.495977620859318
