film_id,nota_modelo,nota_gemini,evaluada,nota_reglas
taipei-suicide-story,12.264061235380465,,False,9.566452539269811
sentimental-value,10.320422565456747,,False,9.354831951386885
4-months-3-weeks-and-2-days,10.009493970293269,9.5,True,8.961762580036924
women-workers-leaving-the-factory,9.967957758318136,9.5,True,9.656729470461094
the-seventh-seal,9.956633734159695,,False,9.333000438123225
tokyo-story,9.897546517660905,10.0,True,9.578906858498973
cleo-from-5-to-7,9.817625507442667,9.7,True,9.699474444825807
secret-sunshine,9.809349566496238,9.6,True,9.569921837481168
woman-in-the-dunes,9.783310952357906,9.5,True,9.536315457440956
stalker,9.777184307611545,10.0,True,9.478777985398477
bicycle-thieves,9.77648274756419,9.8,True,9.181073495461488
the-green-ray,9.740942342798228,9.8,True,9.583500593427715
all-we-imagine-as-light,9.705486487650864,10.0,True,9.57613333321227
columbus,9.70189644018695,9.8,True,9.176259657900438
certain-women,9.650230129345925,10.0,True,9.585818207558052
ghost-in-the-shell,9.632731593949776,9.0,True,9.207920380391737
persona,9.624495988821266,9.5,True,9.405743198073507
norte-the-end-of-history,9.583687301108938,9.6,True,8.914369217604396
spring-summer-fall-winter-and-spring,9.56907477932177,9.0,True,9.480418930291293
train-dreams,9.563847921134805,,False,9.175886704767462
shoplifters,9.549930323615426,9.8,True,9.499759163937568
india-song,9.538330541696375,9.5,True,9.362520750461744
the-girl-with-the-needle,9.521288374777686,9.0,True,9.09595598298604
the-passion-of-joan-of-arc,9.435777870918102,,False,9.059016876215468
raise-the-red-lantern,9.418038602791887,9.2,True,9.092694316458834
the-worst-person-in-the-world,9.411673544973677,8.8,True,8.952357011389386
little-forest-summer-autumn,9.390610226159785,9.5,True,9.143400434341402
winter-sleep,9.35154143443478,9.2,True,9.146293852052167
the-headless-woman,9.336041002497964,9.5,True,9.609674686809749
princess-mononoke,9.288059043539107,,False,8.510374740533392
arrival,9.279185174618101,8.8,True,8.937414093500617
the-tree-of-life,9.272932866279076,9.2,True,9.427820292202052
seven-samurai,9.263957435182311,,False,9.157046675453174
love-life,9.263901271478712,9.3,True,9.565952926900563
fallen-leaves,9.230428398924008,9.5,True,9.293275535971864
lady-bird,9.209764056900255,,False,8.576646569121348
vivre-sa-vie,9.161965081601597,9.5,True,9.416565653253848
close-up,9.155359015444878,9.5,True,9.417705283656616
sorry-baby,9.154712884960178,,False,8.204906586694861
under-the-skin,9.152844893201186,,False,9.207485591813196
portrait-of-a-lady-on-fire,9.146626195520401,,False,8.970631268892664
neon-genesis-evangelion-the-end-of-evangelion,9.134053841004887,9.8,True,9.19612263149397
a-place-further-than-the-universe,9.122120250091523,9.2,True,8.659597200667104
the-fallout,9.119812697422539,8.8,True,8.784740389955271
aguirre-the-wrath-of-god,9.098874635338728,8.5,True,8.143107636951264
paterson,9.050504731784384,9.8,True,9.259378294994688
melancholia,9.047417146336196,9.5,True,9.020472928277057
extraordinary-stories,9.043506345192,8.5,True,9.098584246201176
ran,9.040896454442692,9.0,True,9.174545533124492
parasite,9.020650009334236,,False,8.490358350686856
monos,9.015060100907782,8.0,True,8.490804861869096
a-woman-under-the-influence,9.006014741310574,9.8,True,8.79416524928618
pacifiction,8.990110538647308,9.0,True,9.204263465798466
in-the-mood-for-love,8.968160064459775,9.5,True,9.288013100059436
mississippi-masala,8.94811895536676,9.0,True,9.101269939994278
do-not-expect-too-much-from-the-end-of-the-world,8.933655553297775,9.2,True,8.788547999052605
night-of-the-living-dead,8.93219503755697,,False,8.499417920466431
the-souvenir-part-ii,8.916196760361215,9.6,True,8.883019293363873
let-the-right-one-in,8.898094525203206,,False,8.619829237119767
killers-of-the-flower-moon,8.89450292705115,9.5,True,8.571654553026097
riceboy-sleeps,8.870086237753057,9.7,True,9.239485293423034
hal-harper,8.86981593800738,8.8,True,8.806013974742598
memories-of-murder,8.855939232265944,8.0,True,8.879255496569806
the-power-of-the-dog,8.842893957085678,8.5,True,8.458251080400187
personal-shopper,8.831447556431293,9.0,True,9.267570104105324
another-round,8.815100498940177,,False,8.403488434776301
little-white-dove,8.803106262383462,8.5,True,8.807484516107792
happy-together,8.779060010621366,,False,9.075238788581528
rara,8.778637298521714,8.8,True,8.909281747431098
2046,8.777908704190427,,False,9.417827541062653
werckmeister-harmonies,8.762142036753895,10.0,True,9.193174506085981
portrait-of-a-young-girl-at-the-end-of-the-60s-in-brussels,8.750049206967793,8.8,True,9.148455362103348
dawn-of-the-dead,8.745412879091953,,False,8.30304237096907
mommy,8.723167711543041,8.5,True,8.769665745062483
daisies,8.722861496033303,8.8,True,8.287752968650148
the-assassination-of-jesse-james-by-the-coward-robert-ford,8.70504572570148,8.5,True,8.165896313510151
chungking-express,8.686400899920283,,False,9.028274014758917
happy-go-lucky,8.68073900586767,9.0,True,8.665639499999598
hamnet,8.66358764339959,,False,8.124100902556345
gueros,8.642619287237165,8.5,True,8.589538953342235
disobedience,8.637298970137529,8.5,True,8.87364814398867
the-witch,8.61200595943677,,False,8.128765361698843
kikis-delivery-service,8.60453881356276,8.5,True,8.73274149115388
crouching-tiger-hidden-dragon,8.586651348822125,9.5,True,8.59080067995338
wristcutters-a-love-story,8.561264195795067,,False,8.09152136428458
the-master,8.558307055400237,9.3,True,8.497043303939417
it-was-just-an-accident,8.53195542669413,,False,8.864596369727831
weapons,8.524704595180907,,False,7.181598922940873
zama,8.515027079948194,9.5,True,9.019496393844253
amelie,8.513735503424384,4.5,True,8.04555981870414
neon-genesis-evangelion,8.509373197569714,,False,8.854583396883164
close-your-eyes,8.501218227848199,9.5,True,9.14674779077451
the-secret-agent,8.49602242228213,,False,8.955681632263849
alien,8.49525502722947,,False,8.342254971512324
a-clockwork-orange,8.479044059630871,,False,7.910923014197633
viola,8.464390734318528,9.4,True,8.878708695030344
before-midnight,8.462545308076596,,False,8.625454770704133
ema,8.41291525336811,8.0,True,8.209505828781715
perfect-blue,8.395438864264236,,False,8.716057802637637
spencer,8.348875788471922,,False,8.514280871382901
her,8.34344721924721,8.2,True,8.758875550328387
halloween,8.339069028561838,,False,8.39967178068712
the-testament-of-ann-lee,8.301288703194981,8.6,True,8.836871499869883
twin-peaks,8.282030282083849,,False,8.660834309518984
blade-runner,8.271404225175289,8.5,True,8.82611314987152
the-celebration,8.264761624695812,8.5,True,8.549344281799236
paju,8.259582433696503,9.2,True,9.122809188717195
before-sunrise,8.252670232676717,,False,8.602537311777594
burning,8.24830848108558,,False,8.769465005511854
the-disciple,8.247522374823028,8.8,True,9.268047148263449
poor-things,8.242290691849794,8.0,True,8.011098955082728
barry-lyndon,8.22800101557935,6.5,True,8.380942103541297
nosferatu,8.219185569537489,,False,8.403810388536876
phantom-thread,8.207080403413432,,False,8.592079936012837
inside-llewyn-davis,8.205132416801646,,False,8.374312562751845
requiem-for-a-dream,8.188691320304166,,False,8.638913921875005
the-bitter-tears-of-petra-von-kant,8.188541993107805,8.2,True,9.172689863667962
pride-prejudice,8.185554726296834,,False,8.004826681237295
suspiria,8.174764729520415,,False,8.191881584879086
eternal-sunshine-of-the-spotless-mind,8.165953294781648,,False,8.519529208899517
rocky,8.157263803783415,9.2,True,8.297121671907323
the-novelists-film,8.064252162039732,9.5,True,9.164591420594347
cha-cha-real-smooth,8.053892894016895,8.5,True,8.10316011950214
bojack-horseman-christmas-special-sabrinas,7.996312095115172,,False,7.891368197763894
